주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도 
"경기도 부천시 길주로 183, 영라이프빌딩 702호 (중동)",C,0,중동 현대백화점 건너편.,김수환성형외과의원,032-324-9888,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.50528602041856,126.76296121080878
"충청남도 천안시 동남구 만남로 52, 5층 (신부동, 문타워빌딩)",C,0,신세계백화점 근처 문타워 5층 ,박병일성형외과의원,041-554-6161,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1630,0930,,,,,36.818661111111112,127.157813888888896
"경기도 부천시 길주로 189, 303호 (중동, 우신빌딩)",C,0,"중동이마트건너편, 하나은행3층",닥터윤성형외과의원,032-321-9022,,1900,1030,1900,1030,1900,1030,1900,1030,2030,1030,1500,1030,,,,,37.50518634851821,126.76357675416676
"경기도 부천시 상일로 100 3층 (상동, 송내부건프라자)",C,0,,최병욱성형외과의원,032-323-0083,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.4913005385071,126.75323562658163
"경기도 부천시 상동로 81, 302~304호, 센타프라자 (상동)",C,0,,캐스팅성형외과의원,032-321-2572,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5046047905,126.7523820541
경기도 성남시 분당구 황새울로342번길 9 ,C,0,,YES성형외과의원,031-709-2306,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.386064215964105,127.12343319886682
"경기도 성남시 분당구 서현로 204, 302호 (서현동, 엘지분당에클라트2차)",C,0,"경기도 성남시 분당구 서현로 204, 302호 (서현동, 엘지분당에클라트2차)",네이처성형외과의원,031-708-5117,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,0930,,,,,37.38712195094053,127.12521003195559
전라북도 완주군 이서면 기지로 47,C,0,,클로엔성형외과의원,063-222-0526,,1900,0900,2030,0900,1900,0900,1900,0900,2030,0900,1300,0900,,,,,35.83866106462674,127.05728137903031
대구광역시 수성구 달구벌대로 2401 (범어동),C,0,,고운성형외과의원,053-745-9393,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,35.85988132045468,128.62422401069654
"대구광역시 수성구 달구벌대로 2327, 2층 (수성동4가)",C,0,,김덕영성형외과의원,053-759-0888,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.8600007345,128.6171320549
"충청남도 천안시 동남구 대흥로 333, 2층 (신부동,천호빌딩)",C,0,신세계백화점 근처 문타워 건너편 2층 ,이상순성형외과의원,041-561-1135,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.81871099715583,127.15875803693048
"충청남도 천안시 동남구 만남로 44 (신부동, 남경빌딩)",C,0,신세계 맞은 편 아트안경 4층 ,황일면성형외과의원,041-568-7500,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,36.818633902756055,127.15709910763502
경기도 성남시 분당구 성남대로 385,C,0,분당클리닉5층,로즈앤성형외과의원,031-709-6333,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.37056799815278,127.10748854503399
"경기도 성남시 분당구 분당내곡로 151, 1104일부,1105호 (삼평동)",C,0,,리앤업성형외과의원,031-701-0970,,1900,1000,2100,1100,1900,1000,2100,1100,1900,1000,1600,1000,,,,,37.39736671389999,127.1125196082
"경기도 부천시 신흥로 228, 2층 (중동, 메디타워)",C,0,중동홈플러스 맞은편,양연모성형외과의원,032-325-3536,,1800,1000,1800,1000,1300,1000,1800,1000,1800,1000,1400,1000,,,,,37.50410947647008,126.77644931672091
"경기도 성남시 분당구 서현로 204, 407,408호 (서현동, 엘지에클라트2)",C,0,분당선 서현역 5번출구로 나와 300m 정도에 위치한 분당 엘지 에클라트 2차 건물 4층,리프트업성형외과의원,031-603-6003,,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,,,,,,,37.38711834685565,127.12521002596215
"경기도 부천시 상동로 87 (상동, 401,402,502호)",C,0,세이브존 대각선 방향 롯데리아 4층,예쁜세상성형외과의원,032-324-2255,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.505341934283706,126.75242392274805
"서울특별시 서초구 강남대로65길 1, 6층 (서초동, 효봉빌딩)",C,0,강남역10번출구 효봉빌딩 6층,강남삼성성형외과의원,02-3477-4700,,1900,0930,1900,0930,1900,0930,1900,0930,2100,0930,1700,0900,,,,,37.50051140347925,127.02596105082773
"서울특별시 서초구 강남대로 421, 7층 (서초동, 삼영빌딩)",C,0,,강남서연성형외과의원,02-555-5550,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.50008969453413,127.02616444586505
"서울특별시 서초구 강남대로 399, 2,4,5층 (서초동)",C,0,강남역10번출구,나무성형외과의원,02-533-3313,,1900,1000,2100,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.49820643617295,127.02684834804921
"서울특별시 서초구 강남대로 557, 3층 (잠원동, 성한빌딩)",C,0,논현역 6번 출구,노상훈성형외과의원,02-6951-3639,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5115407633,127.020639771
"서울특별시 서초구 강남대로 563, 페이토플라지 3층 (잠원동)",C,0,,다시봄성형외과의원,02-512-3322,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.51194444942125,127.0204317640955
"서울특별시 서초구 서초대로73길 42, 강남역리가스퀘어 3층 307~311호 (서초동)",C,0,,더새로이보셀르성형외과의원,02-569-8575,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.501225331200004,127.0244413282
"서울특별시 서초구 강남대로 439, 유화빌딩 12층 1302호 (서초동)",C,0,,더웨이성형외과의원,02-534-8700,,1900,1000,2000,1000,1900,1000,1900,1000,2000,1000,1700,1000,,,,,37.5015422897,127.0253687854
"서울특별시 서초구 강남대로 429, 동일빌딩 5층 502호 (서초동)",C,0,,드레스성형외과의원,02-595-6666,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.5007925657,127.02577113509999
"서울특별시 서초구 서초대로77길 3, 14(일부)층 (서초동, 아라타워)",C,0,강남역 9번출구,라라성형외과의원,02-532-8078,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.498060553,127.026502998
서울특별시 서초구 강남대로 455 강남태영데시앙루브 3층 304호,C,0,신논현역 6번출구 강남태영데시앙루브 304호,라벨라성형외과의원,02-595-9234,,2000,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.502857932,127.0245459068
"서울특별시 서초구 강남대로 429, 6층 (서초동, 동일빌딩)",C,0,,라이안성형외과의원,02-535-3888,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5007925657,127.0257711351
"서울특별시 서초구 강남대로 435, 주류성빌딩 7층 (서초동)",C,0,,라이크성형외과의원,02-533-1212,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1700,1000,,,,,37.5015422897,127.0253687854
"서울특별시 서초구 강남대로 439, 유화빌딩 5층 (서초동)",C,0,,루브르성형외과의원,02-535-1719,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,1000,,,,,37.50154228971678,127.02536878544136
"서울특별시 서초구 강남대로 449, 4~10층 (서초동, 영신빌딩)",C,0,영신빌딩 6-10층,리엔장성형외과의원,02-591-3625,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1800,1000,,,,,37.50241813007195,127.02507503928224
"서울특별시 서초구 강남대로 463, 3,9~13층 (서초동, 리젠타워)",C,0,신논현역 6번 출구,리젠성형외과의원,02-548-8766,,1900,1000,2000,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.50344901227182,127.02444657684123
"대전광역시 서구 계룡로 550, 3층 (괴정동)",C,0,,부라보성형외과의원,042-528-9000,,1830,0930,1830,0930,1830,0930,,,1930,0930,1400,0930,,,,,36.3424501774,127.3847638559
"서울특별시 서초구 강남대로 435, 주류성빌딩 지하1, 4층 표기:3층호 (서초동)",C,0,,마블성형외과의원,02-596-7500,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.501178241429166,127.02556317947338
대전광역시 서구 청사로 121 (월평동),C,0,선사유적지 옆,선사성형외과의원,042-486-1654,,1830,0930,1830,0930,1400,0930,1830,1400,1830,0930,1400,0930,,,,,36.36006862389561,127.37726526912721
"대전광역시 서구 계룡로 593, 3층 (탄방동, 한빛빌딩)",C,0,이미지안경원 3층,성모성형외과의원,042-533-0533,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,36.34165141856844,127.38958429222967
"서울특별시 서초구 서초대로 302, 1401호 (서초동, 인앤인빌딩)",C,0,교대 5번출구 앞,씨앤씨성형외과의원,02-518-7575,,,,1800,1000,1800,1000,1800,1000,1800,1000,1700,1000,,,,,37.49373224964134,127.01471117063431
"서울특별시 서초구 강남대로 429, 동일빌딩 6층 (서초동)",C,0,강남역 10번 출구 카카오프렌즈 건물,시선성형외과의원,02-595-7780,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.500870032374316,127.02568668236052
"서울특별시 서초구 강남대로 423, 한승빌딩 9층 901호 (서초동)",C,0,,시크성형외과의원,02-536-7577,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.500309616631846,127.02581620513911
"서울특별시 서초구 서초대로77길 3, 4층 (서초동, 아라타워)",C,0,강남역 9번 출구,신데렐라성형외과의원,02-516-0032,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.498060553,127.026502998
"서울특별시 서초구 강남대로 435, 8층-사용9층 (서초동, 주류성빌딩)",C,0,,에스엠성형외과의원,02-537-3707,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.5011782414,127.0255631795
서울특별시 서초구 강남대로 509,C,0,동일빌딩 4층,에이치성형외과의원,02-3447-0100,,1900,1000,2100,1400,1900,1000,1900,1000,2100,1400,1600,1000,,,,,37.50764974955057,127.02251301290003
"서울특별시 서초구 서초대로73길 9, 타임빌딩 7층 (서초동)",C,0,,에프엔에스성형외과의원,02-599-2070,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,37.49830951004297,127.02522746380944
"서울특별시 서초구 서초대로 302, 13층 (서초동, 교대역인앤인오피스)",C,0,교대역 5번 출구,예쁜미인성형외과의원,02-539-1600,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1600,1030,,,,,37.4937197593,127.0146958964
"서울특별시 서초구 강남대로 463, 리젠메디컬타워 9층 (서초동)",C,0,,오아시스성형외과의원,1661-9838,,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.50344901227182,127.02444657684123
서울특별시 서초구 강남대로 605,C,0,,작은얼굴성형외과의원,02-549-4700,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.51583133999379,127.01923503939446
"서울특별시 서초구 사평대로 373, 4층 (반포동, 삼흥빌딩)",C,0,신논현역 1번 출구,옳은손성형외과의원,02-3446-9900,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5045987999,127.0239357553
"서울특별시 서초구 강남대로 535 (반포동, 프린스빌딩 3층)",C,0,,와우성형외과의원,02-541-1990,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.50960883830462,127.02159836192315
서울특별시 서초구 신반포로 337 (잠원동),C,0,,원앤원성형외과의원,02-549-5445,,1830,0930,2100,0930,1830,0930,,,2100,0930,1500,0930,,,,,37.51103263618676,127.0204134185459
"서울특별시 서초구 강남대로 419, 파고다 12~18층 (서초동)",C,0,강남역 10번 출구,원진성형외과의원,02-3477-3300,,1900,0930,1900,0930,1900,0930,1900,0930,2000,0930,1700,0930,,,,,37.49980136257377,127.02620958098694
"서울특별시 서초구 강남대로 437, 7층 (서초동, 대원빌딩)",C,0,,윌성형외과의원,02-532-8874,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,,,37.5013620574,127.0255134818
"서울특별시 서초구 강남대로 405, 3층(서초동,통영빌딩)",C,0,강남역 10번 출구,유캔비성형외과의원,1588-2338,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,,,37.498828167894985,127.02666161275837
"서울특별시 서초구 서래로 12, 우덕빌딩 4,5층 (반포동)",C,0,서울프랑스학교 인근,이을성형외과의원,02-596-0102,,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1600,1000,,,,,37.495965971,126.998344457
서울특별시 서초구 강남대로 455,C,0,태영데시앙루브 303호,이진호성형외과의원,02-552-4999,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.502960524306346,127.02481427686809
강원도 춘천시 금강로 57,C,0,명동입구 던킨도너츠건물 3층,이대광성형외과의원,033-255-9682,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1400,1030,,,,,37.88013164667339,127.72838803058748
강원도 춘천시 시청길10번길 4-2  (조양동),C,0,시청 앞,조세흠성형외과의원,033-242-2447,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1600,1030,,,,,37.88028533267334,127.72859413862236
"서울특별시 강남구 강남대로 492, 한맥빌딩 12층,13층 일부층 (논현동)",C,0,,에프5성형외과의원,02-518-4500,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.5062061573,127.0241127029
"서울특별시 강남구 테헤란로 125, 동찬빌딩 B1~2,4~12층 (역삼동)",C,0,,디에이성형외과의원,02-515-4600,,1900,0930,1900,0930,1900,0930,2100,0930,1900,0930,1700,0930,,,,,37.49960540529676,127.03167849762427
서울특별시 강남구 도산대로 326 3층,C,0,학동사거리 인근,유봄성형외과의원,02-545-3700,,1900,0900,1900,0900,1900,0900,1900,0900,2100,0900,1700,0900,,,,,37.52235218109552,127.03774699883274
서울특별시 관악구 남부순환로 1820,C,0,서울대입구역,제운성형외과의원,02-874-7900,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.480975303430384,126.95212341534179
"서울특별시 관악구 관악로 164, 3층 (봉천동, 대우디오슈페리움1단지)",C,0,서울대입구역 2번 출구,고운얼굴성형외과의원,02-884-3838,,2000,1000,1900,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.479738442,126.9528769771
"서울특별시 강남구 도산대로 108 (논현동) 렉스타워 4, 5층",C,0,"신사역 1,2번출구 스타벅스 건물",비온성형외과의원,02-541-9559,,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1600,1000,,,,,37.51619354533294,127.02065462602883
서울특별시 강남구 강남대로 590 ,C,0,신사역 3번출구 렉스관광호텔 옆,김한성성형외과의원,02-3442-2302,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.51453574252553,127.02040079927336
"전라남도 목포시 백년대로 325, 2층 (상동)",C,0,미르치과옆,유달성형외과의원,061-279-5565,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,,,,,34.80536041237163,126.42286244131981
"전라남도 목포시 백년대로 320, 2층 (상동)",C,0,,청담유성형외과의원,061-802-0303,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230,0930,,,,,34.80452973581316,126.42261249761624
"경상남도 김해시 내외중앙로 35, 아카데미 빌딩 201,202호 (외동)",C,0,,강남닥터우성형외과의원,055-338-7585,,1900,1000,1900,1000,2100,1000,1900,1000,2100,1000,1700,1000,,,,,35.2331987529,128.8660487524
"경상남도 김해시 분성로 228, 나비빌딩 601호 (외동)",C,0,,노블레스강영석성형외과의원,055-904-3062,,1900,1000,1900,1000,1900,1000,1900,1400,1900,1000,1700,1000,,,,,35.23120106851653,128.87145951482825
"경기도 오산시 오산로 209, 6층 (오산동)",C,0,,강남성형외과의원,031-377-7575,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.14540467921226,127.06820205624558
"경기도 오산시 대원로 6, 3층 (원동)",C,0,,청담아이필성형외과의원,031-8055-7712,,1900,1000,1900,1000,1900,1000,1900,1000,2030,1000,1600,1000,,,,,37.1461070392,127.0690086203
서울특별시 성동구 왕십리로 309,C,0,KB국민은행 인근,최성호성형외과의원,02-2297-0056,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.561360578861745,127.03472450041846
"서울특별시 성동구 행당로 6, 203호 (금호동1가)",C,0,5호선 신금호역 2번출구 신한은행 맞은편,퀸즈파크성형외과의원,02-2296-5735,,1800,1000,1800,1000,,,2100,1000,1800,1000,1300,0900,,,,,37.554475247223344,127.02074667055113
"대구광역시 동구 국채보상로 787, 2층 (신천동)",C,0,,바로본성형외과의원,053-422-7800,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500,1000,,,,
"서울특별시 강남구 학동로 226, 지하1층일부 1층 (논현동)",C,0,학동역 1번 출구,나비성형외과의원,02-567-5400,,1900,1000,1900,1000,,,1900,1000,1900,1000,1500,1000,,,,,37.5146155548,127.0338203893
인천광역시 부평구 부평대로 24 (부평동),C,0,/ 문화의거리입구쪽,가나성형외과의원,032-505-4408,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.49355522369153,126.72330734810825
인천광역시 부평구 부평대로20번길 2 (부평동),C,0,부평소방서 옆건물,가얼손기학성형외과의원,032-526-2882,,1830,1000,1830,1000,1830,1000,1830,1000,2030,1000,1600,1000,,,,,37.49301095488854,126.72327767342355
인천광역시 부평구 광장로 16  (부평동),C,0,부평역사 내 위치,부평메트로성형외과의원,032-507-1003,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.48957848168922,126.72351609862878
"인천광역시 부평구 경원대로1377번길 5, 3층 301호 (부평동, 문화오피스텔)",C,0,"부평 북부역, 북인천 우체국 인근",비엘클리피부과.성형외과의원,032-264-6001,,2100,0930,1930,1000,,,1930,1000,2100,0930,1700,1000,,,,,37.4916417832,126.7218941432
"인천광역시 부평구 광장로4번길 11, 3층 301호 (부평동, 중보빌딩)",C,0,,디오성형외과의원,032-511-0350,,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.490629743840685,126.72218736774894
인천광역시 부평구 부평대로 5 (부평동),C,0,부평역 남광장 기업은행 건물,라벨성형외과의원,032-518-7533,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.49193590648524,126.7228293311485
인천광역시 부평구 부평대로 25 (부평동),C,0,부평롯데백화점입구,류병훈성형외과의원,032-526-2133,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.49375182007679,126.72261457413847
"경기도 화성시 동탄중심상가2길 2, 701,702,703호 (반송동, 아인슈타인타워)",C,0,,아트라인성형외과의원,031-8003-8280,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.205780555555556,127.072141666666667
"경기도 화성시 동탄반석로 134, 8층 (반송동, 에이치원메디컬빌딩)",C,0,,아티뉴성형외과의원,031-831-3666,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,37.201062839778174,127.07136102184422
부산광역시 북구 만덕대로 15 (덕천동),C,0,"2,3호선 덕천역 12번출구",아이리스성형외과의원,051-343-2022,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400,1000,,,,,35.21072220470711,129.00669857496075
"부산광역시 북구 만덕대로 20, 5층 (덕천동, 백송빌딩)",C,0,"2,3호선 덕천역 9번출구/뉴코아 맞은편 알파문구점 건물 5층",전종완성형외과의원,051-338-0660,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,35.21033611111111,129.00728333333447
"인천광역시 부평구 열우물로 50, 2층 (십정동)",C,0,,청담뷰성형외과의원,032-435-7707,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.4725900944079,126.70090165599215
인천광역시 부평구 부평문화로 55  (부평동),C,0,현대백화점 입구 문화의거리 금강제화 맞은편 건물 7층.,세인트성형외과의원,032-516-5077,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1600,1100,,,,,37.49442637877138,126.72221354317276
"인천광역시 부평구 부평대로 6, 2층 (부평동)",C,0,부평역맞은편 부평소방서옆건물 2층,박치영성형외과의원,032-525-9392,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300,1000,,,,,37.4921215007,126.7235930485
"인천광역시 부평구 체육관로 38, 세원빌딩 7층 701호 (삼산동)",C,0,,베스트원성형외과의원,032-503-1666,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.508255776558286,126.73580284591871
충청남도 천안시 서북구 충무로 175 (쌍용동),C,0,쌍용동 이마트 건너편,압구정KM성형외과의원,041-572-7185,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,0900,,,,,36.79480540719531,127.12647575300151
충청남도 천안시 서북구 충무로 215,C,0,진솔빌딩 5층/ 이마트 옆 충무병원 이부자리 건물오층 ,김영순성형외과의원,041-571-1100,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,36.797178788886875,127.12950160466698
"경상북도 안동시 대안로 177, 3층 (운흥동)",C,0,,하원호성형외과의원,054-901-0776,,0901,0900,0901,0900,0901,0900,0901,0900,0901,0900,,,,,,,36.56427414286112,128.73222385789626
충청남도 천안시 서북구 동서대로 135,C,0,성정동 롯데마트 옆 모델하우스 옆 수협 2층,메인성형외과의원,041-622-2828,,1830,1030,1830,1030,1830,1030,1830,1030,1830,1030,1600,1000,,,,,36.82614479874699,127.13837349887649
"충청남도 천안시 서북구 두정로 188, 3층 (두정동)",C,0,,몽벨리아성형외과의원,041-566-4458,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,1500,1000,1500,1000,36.833469565188466,127.13783501575722
"충청남도 천안시 서북구 봉명로 35, 3층 (쌍용동)",C,0,미라빌딩3층 / 광혜당약국 건물 3층 ,손사랑성형외과의원,041-415-1119,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300,1000,,,,,36.80783387898807,127.13242399903095
충청남도 홍성군 홍성읍 내포로 20,C,0,우리은행 옆건물 3층 ,청담유성형외과의원,041-633-3700,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1200,0930,,,,,36.60013173453084,126.66562948190881
"부산광역시 부산진구 서면로68번길 1, 4,5,6층 (부전동)",C,0,"1,2호선 서면역 7번 출구/롯데백화점 동문 아이온시티 옆 건물/노블레스타워4-6층",노블레스성형외과의원,051-806-1101,,1900,0900,1900,0900,1900,0900,1900,0900,2100,0900,1700,0900,,,1700,0900,35.15694120606252,129.05804348292258
"경상북도 구미시 구미중앙로 128, (원평동)",C,0,,아이비성형외과의원,054-452-6680,,1830,1000,1830,1000,1830,1000,,,1830,1000,1600,1000,,,,,36.126661111111112,128.336186111111118
"서울특별시 강남구 봉은사로 108, 5층 (역삼동)",C,0,,메이트성형외과의원,02-508-8800,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.50453358040346,127.02559146662152
"서울특별시 은평구 연서로 246, 7층 (불광동)",C,0,,아름다운성형외과의원,02-355-4888,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.61906005023267,126.92255525936002
"서울특별시 은평구 은평로 121, 12층 (응암동)",C,0,,엔유성형외과의원,02-359-0120,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,37.6004446486,126.9210933403
"서울특별시 서초구 강남대로 605, 14층 (잠원동, 휴먼타워)",C,0,신사역 4번 출구,휴먼성형외과의원,02-515-3003,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1600,1000,,,,,37.5157505032,127.0191614073
"서울특별시 서초구 강남대로 359, 314호 (서초동,대우도씨예빛2차)",C,0,"대우도씨에빛2  314,315호",조각성형외과의원,02-587-2727,,1330,1000,1330,1000,1330,1000,1330,1000,1330,1000,,,,,,,37.49478399775868,127.02859613463616
"서울특별시 서초구 강남대로69길 8, 4층 (서초동, KI타워)",C,0,,조앤신성형외과의원,02-3447-7576,,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,1700,1000,,,,,37.501845179,127.0246541439
"서울특별시 서초구 서초대로77길 24, 13층 (서초동, 강남 지웰타워2)",C,0,강남역 10번 출구,지디에스성형외과의원,02-573-7515,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.500021256,127.0259925257
"서울특별시 서초구 강남대로 557, 성한빌딩 10층 (잠원동)",C,0,,카라멜성형외과의원,02-543-6010,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.5115407633,127.020639771
"서울특별시 서초구 강남대로 423, 5층 (서초동, 한승빌딩)",C,0,2호선 강남역 10번출구 200M 도보 한승빌딩 5층,코디성형외과의원,02-536-1005,,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1600,1000,,,,,37.50025194235407,127.02586142128216
"서울특별시 서초구 강남대로 483, 301호 (반포동,청호빌딩)",C,0,신논현역 2번출구 청호빌딩 301호,클레이성형외과의원,02-516-1368,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1500,1030,,,,,37.5053268696,127.0236509817
"서울특별시 서초구 강남대로 405, 통영빌딩 15층 1501호 (서초동)",C,0,,키다리성형외과의원,02-541-6500,,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1600,1030,,,,,37.4987741072,127.0266932376
서울특별시 서초구 사평대로 371,C,0,,티엔성형외과의원,02-541-0707,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.50456093341252,127.02358429411669
"서울특별시 서초구 강남대로 477, 1~2층 (반포동)",C,0,신논현역 2번 출구,페이지성형외과의원,02-549-7782,,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,1800,1100,,,,,37.5048511234,127.0237277375
"서울특별시 서초구 강남대로 441, 서산빌딩 15층 (서초동)",C,0,,프리티성형외과의원,02-532-7700,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.50173692636147,127.025278377503
"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 4,7층 (잠원동)",C,0,신사역 4번 출구,플라덴성형외과의원,02-900-5555,,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1700,1000,,,,,37.5157505032,127.0191614073
"서울특별시 은평구 통일로 857, 5호 (갈현동)",C,0,,로제성형외과의원,02-359-1255,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.61961722098482,126.92038894889373
"서울특별시 강남구 선릉로 840, 로데오빌딩 3층 (청담동)",C,0,,재시아성형외과의원,02-3442-1991,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700,1000,,,,,37.52653707032996,127.04611165195531
경기도 안양시 동안구 시민대로 175,C,0,"동안프라자 4층, 범계역 롯데백화점 건너편 프레베네 건물",아이스크림성형외과의원,031-384-1230,,1830,1000,1830,1000,1830,1000,1830,1000,2100,1400,1400,0900,,,,,37.391273835601645,126.95057426897512
"경기도 안양시 동안구 평촌대로223번길 55, 403`404호 (호계동, 대명빌딩)",C,0,,압구정디에스성형외과의원,031-476-0350,,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1600,1000,,,,,37.3902386745,126.9527568928
