주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

"부산광역시 해운대구 좌동순환로 307-1, 202호 (좌동, 한창프라자)",C,0,버스정류장:신곡중학교/한창프라자2층,오이비인후과의원,051-703-5200,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.168512620455765,129.18320669310498

경기도 고양시 일산서구 일중로 46,C,0,,박호정이비인후과의원,031-975-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.683512270893395,126.77534156066538

"경기도 고양시 일산서구 중앙로 1565, 401호 (대화동, 메드위즈)",C,0,,상쾌한이비인후과의원,031-922-2285,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.675638894312314,126.74772492548274

"경기도 고양시 일산서구 강선로 59, 309호 (주엽동, 동신파크빌딩)",C,0,,서병국이비인후과의원,031-914-3336,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.66951160159379,126.7644030085014

"경상남도 양산시 물금읍 새실로 42, 301호",C,0,,코앤이비인후과의원,055-820-7575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.3131455578,128.994643565

경상남도 양산시 서창로 186 (삼호동),C,0,,탑이비인후과의원,055-366-5802,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1500,0900,35.41574533213938,129.17244630124324

경상남도 양산시 덕계로 117,C,0,,한사랑이비인후과의원,055-388-9809,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0900,,,,,35.37759235014794,129.1539536000615

부산광역시 해운대구 선수촌로 94  (반여동),C,0,대룡빌딩302호,이태봉이비인후과의원,051-524-2275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.20211284156561,129.11954601960016

경기도 고양시 일산서구 일현로 56 (탄현동) ,C,0,,열린이비인후과의원,031-922-9797,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.69192923315493,126.76371982734748

"경기도 고양시 일산서구 고봉로 291, 304호 (일산동)",C,0,,우리이비인후과의원,031-975-7066,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.685080555555558,126.777261111111116

부산광역시 해운대구 선수촌로 102-2  (반여동),C,0,버스정류장: 아시아선수촌 아파트,박이비인후과의원,051-532-7300,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.202777536588776,129.11962264843655

"경기도 고양시 일산서구 강선로 152, 301호 (일산동, 두레빌딩)",C,0,,이준기이비인후과의원,031-913-2258,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.67647700248977,126.76984931270007

부산광역시 해운대구 해운대로 403  (우동),C,0,2호선 시립미술관역 2번출구,성모이비인후과의원,051-741-5353,,1840,0900,1840,0900,1840,0900,1840,0900,1840,0900,1400,0900,,,,,35.16810229610024,129.14033962350328

"부산광역시 해운대구 해운대로76번길 16, 402호 (재송동)",C,0,동해남부선 재송역 2번 출구,센텀수이비인후과의원,051-781-8855,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.1903904655,129.1193095342

"부산광역시 해운대구 좌동순환로 174, 402,802호 (좌동, 거성프라자)",C,0,버스정류장: 해운대교육청/거성프라자 8층,정앤김이비인후과의원,051-702-3937,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,35.17764166666667,129.1750138888909

부산광역시 해운대구 센텀2로 15  (우동),C,0,2호선 센텀시티역 3번출구/센텀브라이언빌딩 401호,제나이비인후과의원,051-746-0065,,1830,0915,1830,0915,1830,0915,1830,0915,1830,0915,1315,0915,,,,,35.167691603466736,129.1323528754002

"부산광역시 해운대구 해운대로 407, 3층 303호 (우동, 신세계플라자)",C,0,2호선 시립미술관역 2번출구,시원이비인후과의원,051-746-4909,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.167838766338605,129.1406987575098

부산광역시 해운대구 신반송로 207 ,C,0,버스정류장: 부산은행 윗반송지점,채요한이비인후과의원,051-542-2929,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,1300,0930,35.23042739352468,129.15739725999677

"부산광역시 해운대구 해운대로 369, 8층 (우동, 해운대센텀메디칼센타)",C,0,2호선 시립미술관역 8번출구/해운대센텀메디컬센터8층,해운대센텀이비인후과의원,051-747-6700,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.17017777777779,129.137722222224

"경기도 고양시 일산서구 대산로 117, 401호 (주엽동, 강선크리닉빌딩)",C,0,,김이비인후과의원,031-913-2253,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.673941666666664,126.764319444444439

"경기도 고양시 일산서구 중앙로 1426, 410,411호 (주엽동, 일송노블레스)",C,0,,다온이비인후과의원,031-912-4431,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.67025895161313,126.76192965525904

"서울특별시 노원구 동일로 1677 , 6층 (상계동)",C,0,수락산역5번출구 앞 제성빌딩 6층 ,다솜이비인후과의원,02-937-5111,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.6781843726,127.0549703058

"대구광역시 동구 안심로22길 60, 동흥메디칼 2층 202호 (율하동)",C,0,,굿모닝이비인후과의원,053-964-7575,,1900,0900,1900,0900,1900,1400,1900,0900,1900,0900,1600,0900,,,1300,0900,35.86314928370793,128.69840411125418

대구광역시 동구 율하동로24길 7,C,0,,김광석이비인후과의원,053-964-5082,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1200,0930,,,,,35.86985726426883,128.7029889060761

"대구광역시 동구 안심로 58, 4층 (율하동)",C,0,,꿈을그린이비인후과의원,053-965-8717,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.8699390209,128.6919281875

"서울특별시 노원구 동일로 1372, 303호 (상계동, 동보빌딩)",C,0,,선이비인후과의원,02-931-3090,,2000,0900,1900,0900,1900,0900,2000,0900,1900,0900,1400,0900,,,,,37.65108669742344,127.06179928542337

서울특별시 노원구 월계로45길 21,C,0,롯데캐슬아파트 상가 내 2층 ,드림이비인후과의원,02-906-3313,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.62665113600502,127.05071698116524

"서울특별시 노원구 마들로 31, 204호 (월계동,그랑빌@제주상가동)",C,0,그랑빌아파트 상가 2층 ,맑고밝은이비인후과의원,02-975-3308,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.61567274366593,127.06801086256942

서울특별시 노원구 동일로204가길 34,C,0,하계역 1번출구 홍플러스 인근 씨앤미빌딩 3층,시원한이비인후과의원,02-971-3631,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.64075188728455,127.06817020713578

"서울특별시 노원구 한글비석로 253, 303호(중계동,세신프라자)",C,0,,안이비인후과의원,02-930-3880,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.65042226290165,127.07634867701083

서울특별시 노원구 동일로203가길 29,C,0,하계역 도보로 10분,바른이비인후과의원,02-976-2400,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.63992873223597,127.06426740443396

서울특별시 노원구 한글비석로 254 대명프라자 305호,C,0,신안동진아파트인근 대명프라자 305호,비앤비이비인후과의원,02-931-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.650424999999998,127.077016666666665

"서울특별시 노원구 노해로 482, 4층 (상계동, 덕영빌딩)",C,0,노원역 사거리 롯데백화점 건너편/노원역 5번출구,삼성드림이비인후과의원,02-935-1365,,1800,0900,1800,0900,1730,0930,1800,0900,1800,0900,1400,0900,,,,,37.65427261570629,127.06171580009483

"서울특별시 노원구 노해로 492, 10층 (상계동, 프린스빌딩)",C,0,,상계연세하나로이비인후과의원,02-939-5081,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.6544559094,127.0626769346

서울특별시 노원구 동일로 1548 (상계동),C,0,마들역 1번출구/신한은행 옆건물,새하늘이비인후과의원,02-951-9518,,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1600,0800,,,,,37.66668868144966,127.05764706558356

"경기도 부천시 길주로 219, 5층 506호 일부호 (중동, 드림빌딩)",C,0,,프라임강보성이비인후과의원,032-321-0079,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1400,0830,,,,,37.50477107528519,126.76679453015704

"경기도 부천시 길주로 219, 5층 506호 일부호 (중동, 드림빌딩)",C,0,,프라임방충일이비인후과의원,032-328-0075,,1930,0900,1900,0900,1900,0900,1900,0900,1930,0900,1400,0830,,,,,37.50477107528519,126.76679453015704

"경기도 부천시 길주로 219, 5층 506호 일부호 (중동, 드림빌딩)",C,0,,프라임이흥엽이비인후과의원,032-327-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0830,,,,,37.504771075285184,126.76679453015704

전라남도 여수시 시청로 47  (학동),C,0,여천제일병원 건너편,윤이비인후과의원,061-684-6911,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,,,,,1300,0900,34.76579027141136,127.6623701012335

서울특별시 노원구 상계로 65 (상계동),C,0,노원역 9번 출구,고배성이비인후과의원,02-936-3553,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.65629877292288,127.06214612762766

서울특별시 노원구 한글비석로 359 (중계동),C,0,,기분조은이비인후과의원,02-930-2025,,1930,0830,1930,0830,,,1930,0830,1930,0830,1300,0900,1300,0900,1300,0900,37.657706830047466,127.07474687293256

"서울특별시 노원구 동일로 1551, 302호(상계동,쌍용빌딩)",C,0,마들역 8번출구,김영순이비인후과의원,02-938-5519,,1800,0930,1800,0930,1800,0930,1300,0930,1800,0930,1300,0930,,,,,37.66688880428149,127.05684345695535

서울특별시 노원구 동일로 1669 ,C,0,수락산역 4번 출구 방향,김이비인후과의원,02-934-9034,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.67746002177436,127.05489268765112

서울특별시 노원구 동일로 1101  (공릉동),C,0,공릉역에서 하이마트쪽으로 이동해서 국민은행 3층 ,김희규이비인후과의원,02-974-6592,,1800,0930,1800,0930,1800,0930,1200,0930,1800,0930,1200,0930,,,,,37.62818319904007,127.07136261532376

서울특별시 노원구 한글비석로 264,C,0,은행사거리 인근,남이비인후과의원,02-934-4692,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.65084466494363,127.07707234528745

"서울특별시 노원구 노해로 492, 10층 (상계동, 프린스빌딩)",C,0,,노원연세하나로이비인후과의원,02-939-7585,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.6544559094,127.0626769346

경기도 안양시 만안구 안양로 262,C,0,,반이비인후과의원,031-444-3575,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.39627256464906,126.92386908611464

경기도 안양시 만안구 안양로 443 (석수동),C,0,,서정호이비인후과의원,031-472-7800,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.40967740491742,126.91198650121853

경기도 안양시 만안구 안양로 290,C,0,,수이비인후과의원,031-448-4433,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.39839416195574,126.92207347639845

경기도 안양시 만안구 안양로 282  (안양동),C,0,,신이비인후과,031-449-6671,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,1000,,,,,37.397820207443736,126.92261180363896

"경기도 안양시 만안구 양화로 112, 2층 (박달동, 상민빌딩)",C,0,,우리들이비인후과의원,031-689-4799,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.40276376378201,126.91062117733445

"경기도 안양시 만안구 양화로 136, 3층 (박달동)",C,0,,정평귀이비인후과의원,031-442-6843,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.40471264595218,126.90941713498372

"경기도 안양시 만안구 태평로52번길 21, 마드리드상가동 305,306,307호호 (안양동)",C,0,,이솜이비인후과의원,031-687-8734,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1500,0830,,,,,37.3955797615,126.9305013146

경기도 안양시 만안구 충훈로 83,C,0,,충훈미소이비인후과의원,031-471-5550,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.40744779722223,126.89898157520066

경기도 안양시 만안구 안양로 316,C,0,,한우리이비인후과의원,031-465-8102,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.400523171491606,126.92061657446956

"충청남도 계룡시 엄사면 번영로 42 , 3층",C,0,다이소옆 태평양 약국 건물 3층,이운우이비인후과의원,042-841-5055,,1830,0900,1830,0900,,,1830,0900,1830,0900,1300,0900,,,,,36.288986653928156,127.24078725644173

"서울특별시 노원구 동일로 1005, 2층 (공릉동, 대정빌딩)",C,0,태능역 3번출구 ,연세이비인후과의원,02-976-7033,,1820,0900,1820,0900,1820,0900,1230,0900,1820,0900,1250,0900,,,,,37.6199268872,127.0745142071

"대구광역시 동구 아양로 208-1, 2층 (효목동)",C,0,,맑은이비인후과의원,053-955-7585,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,35.8857358055,128.6358690525

대구광역시 동구 안심로 366,C,0,,맥이비인후과의원,053-962-0101,,1900,0900,1900,0900,1900,0900,1900,1400,1900,0900,,,,,1300,0900,35.86777547806014,128.7243687111132

서울특별시 노원구 공릉로 187,C,0,공릉치안센터 인근 공릉중앙교회 맞은편,열린이비인후과의원,02-3296-5075,,1830,0930,1930,0930,1830,0930,1930,0930,1830,0930,1400,0930,,,,,37.62646640697979,127.0792498286236

"서울특별시 노원구 상계로5길 32, 201-203호 (상계동, 금호프라자)",C,0,,오라클이비인후과의원,02-933-2112,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.65711552065661,127.06284236179647

"서울특별시 노원구 화랑로 337, 201호 (월계동)",C,0,석계역 1번 출구,우리들이비인후과의원,02-6929-2575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.6152400737,127.0651675239

서울특별시 노원구 상계로 320 ,C,0,,우리이비인후과,02-938-7582,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.67029135939293,127.08077597874697

서울특별시 노원구 동일로 1379  (상계동),C,0,,윤이비인후과의원,02-931-8895,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.651804350865035,127.0608933248398

"서울특별시 노원구 동일로 1279, 2층 210호, 211호 일부호 (중계동, 비이상가)",C,0,,은이비인후과의원,02-973-1133,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.64313502642441,127.06440327319734

서울특별시 노원구 석계로 2,C,0,석계역 1번출구 석계역 문화공원 앞,이관철이비인후과의원,02-916-6281,,2000,0830,2000,0830,1920,0830,2000,0830,2000,0830,1400,0830,,,1300,0830,37.61510822862386,127.0648853460431

"서울특별시 노원구 동일로 1382, 201호 (상계동, 올림피아상가)",C,0,,이병희이비인후과의원,02-931-4144,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.651949999999999,127.061513888888882

"서울특별시 노원구 동일로 1529, 204호 (상계동, 합동빌딩)",C,0,마들역 근처/합동빌딩 2층,이준희이비인후과의원,02-935-5273,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1330,0900,,,,,37.665098275536046,127.05729785355408

"서울특별시 노원구 한글비석로 470 (상계동, 동서기업빌딩)",C,0,,유영근이비인후과의원,02-951-0175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.66464239465563,127.06600408344909

서울특별시 노원구 섬밭로 209,C,0,하계역 근처/벽산상가 2층,이지성이비인후과의원,02-979-7732,,1830,0900,1830,0900,1830,0900,1230,0900,1830,0900,1530,0900,,,,,37.63503383663816,127.06572703425077

"대구광역시 동구 동부로 26, 2층 204,205호 (신천동, 신천휴먼시아5단지상가)",C,0,,세명이비인후과의원,053-431-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,35.873497445,128.6151654017

대구광역시 동구 아양로 45,C,0,,송이비인후과의원,053-954-7575,,1830,0940,1830,0940,1830,0940,1830,0940,1830,0940,1230,0940,,,,,35.88231481334952,128.6189634662786

"대구광역시 동구 팔공로51길 15-5, 204호 (봉무동, 고은타운)",C,0,,수이비인후과의원,053-984-7588,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.9224675706093,128.63971410360125

대구광역시 동구 안심로22길 40,C,0,,율하송이비인후과의원,053-964-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.86339589986271,128.69574364697922

대구광역시 동구 팔공로51길 17  (봉무동),C,0,,이시아이비인후과의원,053-958-7585,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.922859223,128.6390131515

서울특별시 노원구 한글비석로 384,C,0,상계역 4번출구 대호아파트 상가 내 ,최정호이비인후과의원,02-933-1175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.65986763216907,127.07321464275068

대구광역시 동구 동호로 75,C,0,,심보성이비인후과의원,053-961-7575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.86629489183327,128.72506288974603

"대구광역시 동구 효목로 39-1, 2층 (효목동, 창림빌딩)",C,0,,영이비인후과의원,053-746-7585,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.877006936988465,128.63947183698468

대구광역시 동구 동촌로 230,C,0,,장명수이비인후과의원,053-985-5209,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1230,0900,35.88129681103596,128.6652494895035

"대구광역시 동구 아양로 175, 2층 (신암동)",C,0,,장원삼이비인후과의원,053-959-5454,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1230,0900,35.885717557234486,128.63224210251641

대구광역시 동구 신암로 80,C,0,,장이비인후과의원,053-742-7272,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,35.87827658552778,128.60938558122479

대구광역시 동구 이노밸리로 162 (각산동),C,0,,전이비인후과의원,053-961-7585,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1600,0930,,,1300,0830,35.87855631032715,128.71487640566923

경기도 안양시 만안구 안양로 308 (안양동),C,0,,김대우이비인후과의원,031-448-4477,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,37.39973654220228,126.92105581610562

대구광역시 동구 동촌로 228,C,0,,행복플러스이비인후과의원,053-246-8575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.8813728671863,128.66496318669456

경기도 안양시 만안구 병목안로 81,C,0,성원상가2층,김장욱이비인후과의원,031-447-7577,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.39540491832429,126.91483547263934

대구광역시 달서구 월배로 491  (송현동),C,0,,김희택이비인후과의원,053-655-3181,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,,,35.836803137421064,128.5564900289113

"제주특별자치도 제주시 노형로 376, 2층 (노형동)",C,0,노형오거리에서 중문방면/ 노형초등학교 건너편에 위치,최고이비인후과의원,064-745-8575,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,,,1300,0900,33.483402409354866,126.47611373872998

"세종특별자치시 조치원읍 새내로 97, 조치원메디컬센터 502호",C,0,조치원읍,정석이비인후과의원,044-715-7579,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1300,0830,,,,,36.60040054866549,127.29804387852532

"경기도 부천시 부천로 20, 2층일부호 (심곡동, 삼영빌딩)",C,0,부천역 이마트 사거리 근처,두리이비인후과의원,032-666-1900,,1930,0930,1930,0930,1400,0930,1930,0930,1930,0930,1400,0930,,,,,37.486025906462295,126.78349309660174

"경기도 부천시 범안로 117, 412호 (범박동, 현대리치모어)",C,0,,드림성모이비인후과의원,032-343-9724,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0900,,,,,37.471218636665505,126.80958951712806

"경기도 부천시 석천로183번길 35, 301호 (중동, 영플러스3차)",C,0,현대백화점부근 리플렉스4층,맑은성모이비인후과의원,032-324-1615,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,1000,37.50390033459946,126.76111887937712

"경기도 부천시 경인로 210, 5층 (심곡본동)",C,0,자유시장 맞은편 실로암약국 건물 5층,메디서울이비인후과의원,032-668-5075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.48322361133023,126.77854332161479

"충청남도 천안시 동남구 통정5로 58, 3층 301호 (신방동)",C,0,,우리누리이비인후과의원,041-573-8275,,1900,0900,1900,0900,1300,0900,1900,0900,1900,0900,1400,0900,,,,,36.77420192538179,127.13344055791457

"충청남도 천안시 동남구 만남로 43 (신부동, 두루두루빌딩)",C,0,고속버스터미널건물 5층,우리이비인후과의원,041-556-0011,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,36.81923361914229,127.1544198886207

"경기도 부천시 송내대로265번길 85, 301호 (상동, 뱅뱅프라자)",C,0,,상동코앤비이비인후과의원,032-224-2545,,1830,0930,2100,0930,1830,0930,2100,0930,1830,0930,1400,0930,,,1400,0930,37.50736145115838,126.75391111500653

경기도 부천시 역곡로 474,C,0,,상쾌한이비인후과의원,032-679-1675,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.526910210767596,126.81627922038932

"경기도 부천시 자유로 52, 3층 (심곡본동)",C,0,부천남부역 부근 종로약국 건물 3층,상쾌한이비인후과의원,032-611-7500,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.483608132467545,126.78182106275343

"경기도 부천시 길주로 183, 303,307호 (중동, 영라이프빌딩)",C,0,,365벗이비인후과의원,032-322-7585,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1600,0900,1700,1400,1700,1400,37.50526641900478,126.76298285170233

"서울특별시 마포구 신촌로 92, 신촌카리스빌딩 2,3층 (노고산동)",C,0,신촌역 8번 출구,김성전·김시찬이비인후과의원,02-324-9127,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,1000,0800,1000,0800,37.5551767458,126.9356815527

경기도 부천시 부일로 731,C,0,,서울이비인후과의원,032-342-8258,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.48591358136796,126.81093968464148

"경기도 부천시 역곡로 7, 7층 (역곡동, 스카이빌딩)",C,0,역곡역 부근,소리코이비인후과의원,032-347-1806,,2100,0930,1900,0930,1900,0930,2100,0930,1900,0930,1600,0930,,,,,37.48601230424297,126.81128872779806

"경기도 부천시 소사로 184, 팔방빌딩동 202호 (소사본동)",C,0,소사초교사거리 새마음금고건물 2층,소앤비이비인후과의원,032-345-1924,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.47463384896597,126.79579766968172

"서울특별시 중구 명동9가길 12, 2,3,4층 (을지로2가)",C,0,을지로입구역 6번 출구 메트로호텔 인근,명동연세이비인후과마취통증의학과의원,02-3789-9898,,2000,0900,2000,0900,2000,0900,2000,0900,1830,0900,1400,0900,,,,,37.5651654046,126.9839318232

전라남도 여수시 어항로 1 (봉산동),C,0,,정이비인후과의원,061-643-0530,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1400,0830,,,1300,0830,34.732875000000000,127.719080555555550

"경기도 부천시 소안로 10, 4층 (소사본동)",C,0,삼익아파트정문 한신아파트부근 동문밀리언상가 4층,박건태이비인후과의원,032-345-3968,,1800,0900,1800,0900,1800,0900,1800,1400,1800,0900,1430,0900,,,,,37.475695361388595,126.8011534845042

경기도 부천시 상일로 92,C,0,로데오입구교차로 국민은행옆 파리바게트 건물3층,부경이비인후과의원,032-323-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.49128629125708,126.75238014329383

경상북도 칠곡군 왜관읍 중앙로 166,C,0,,우리들연합이비인후과의원,054-973-9964,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.98989778843714,128.39964044470906

경상북도 칠곡군 왜관읍 중앙로 221-1,C,0,,원이비인후과의원,054-973-0019,,1900,0830,1900,0830,1300,0830,1900,0830,1900,0830,1300,0830,,,,,35.9947745171,128.398928681

경기도 부천시 중동로 48,C,0,중동남부역1번출구 푸르지오상가 대우프라자 4층,부천이비인후과의원,032-663-0207,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.48431153567016,126.76413490620207

경기도 부천시 소사로 754 (원종동),C,0,,부천코엔이비인후과의원,032-677-5075,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.52326435975312,126.8052038418924

경기도 부천시 상동로 90,C,0,상동홈플러스옆 메가플러스312호,부천하나이비인후과의원,032-328-8297,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.5049739313061,126.75394967847741

"경기도 부천시 중동로 406, 2층 (삼정동, 서경빌딩)",C,0,,삼성우리이비인후과의원부천점,032-684-8222,,1900,0900,1850,0900,1900,0900,1850,0900,1900,0900,1400,0900,,,,,37.5161019862989,126.77042415805525

경기도 부천시 중동로 168,C,0,복사골 건영(아)2차상가 3층,강이비인후과의원,032-654-4925,,2000,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.49471952462713,126.76757580286186

"경기도 부천시 길주로 237, 206호 (중동,중동메디칼)",C,0,"부천시청 맞은편 국민은행 부근, 중동메디칼 206호",굿모닝이비인후과의원,032-327-3456,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1430,0900,,,,,37.504504929692274,126.76891253887791

"경기도 부천시 부천로 80, (심곡동)",C,0,대성병원 주변건물 3층,김시환이비인후과의원,032-664-5201,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.49139798938888,126.78463436352858

"충청남도 천안시 동남구 청수4로 16, 3층 301,302호 (청당동)",C,0,법원 앞,명이비인후과의원,041-555-7005,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1600,0900,1400,1000,1400,1000,36.783283392,127.1528863648

"충청남도 천안시 동남구 청수6로 105, 3층 (청수동)",C,0,동남구경찰서 부근/수암빌딩3층,미소래이비인후과의원,041-562-8575,,1900,0900,2000,0900,1900,0900,2000,0900,1900,0900,1500,0900,,,,,36.789181121823866,127.15502228718518

경기도 부천시 부천로 30 ,C,0,부천북부역 부근,김이비인후과의원,032-655-6433,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.48681891775533,126.78355749861768

