주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"인천광역시 연수구 송도국제대로 157, 오네스타 6층 (송도동)",C,0,,송도유외과의원,032-817-6875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.38094131994393,126.65666201462199
전라북도 전주시 완산구 용머리로 34  (효자동1가),C,0,홈플러스 맞은편 하나은행건물 4층,양빛나유외과의원,063-228-9336,,1830,0930,1830,0930,1230,0930,1830,0930,1830,0930,1300,0930,,,,,35.80575417392449,127.11409280389734
전라북도 전주시 완산구 용머리로 57 (효자동1가),C,0,"전주마트사거리,메디프랜드건물9층",오성수외과의원,063-223-6075,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.80689483428045,127.11634703467766
전라북도 전주시 완산구 홍산로 261 (효자동2가),C,0,,미고외과의원,063-243-8300,,1930,1100,1930,1100,1930,1100,1930,1100,1930,1100,1500,1100,,,,,35.8170162268,127.1054845433
경기도 안성시 일죽면 금일로 460,C,0,,중앙외과의원,031-675-0068,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.09261242130112,127.47832331031015
경기도 안성시 중앙로379번길 29 (대천동),C,0,,차외과의원,031-674-2251,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.00886999766129,127.26915976326518
경기도 안성시 중앙로 391 ,C,0,,한외과의원,031-673-4567,,1830,0900,1830,0900,1200,0900,1830,0900,1830,0900,1400,0900,,,,,37.00762358743213,127.27044521186364
전라북도 전주시 완산구 모악로 4754  (평화동1가),C,0,평화동사거리에서 교도소방향쪽의 국민은행 옆에 위치,보람외과의원,063-286-2222,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.79284774329209,127.13231361883734
전라북도 전주시 덕진구 안덕원로 288 (인후동1가),C,0,유일여자고등학교 맞은편,서울외과의원,063-243-6387,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,1700,0900,35.8369730269725,127.1585918181659
"전라북도 전주시 완산구 세내로 285, 3층 301호 (효자동3가, 샘물아동병원)",C,0,,유라인외과의원,063-228-8010,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.81554722198317,127.11142241201025
"전라북도 전주시 완산구 당산로 120, (서신동)",C,0,이마트 야외주차장 맞은편 2층,유사랑외과의원,063-253-6075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,35.832018867487946,127.12140731606774
전라북도 전주시 완산구 온고을로 26,C,0,,유앤유외과의원,063-251-7633,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1230,0900,,,,,35.834073089403745,127.12002969336929
"전라북도 전주시 완산구 홍산로 250, 502호 (효자동3가)",C,0,신도청앞 우리들정형외과와 연결된 우리들빌딩5층,유앤장외과의원,063-223-9090,,1800,0900,1800,0900,1400,0800,1800,0900,1800,0900,1400,0800,,,,,35.8160384106089,127.10644814335353
"충청남도 예산군 예산읍 예산로194번길 2, 2층",C,0,예산 우체국 옆,박외과의원,041-332-2695,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1200,0900,,,1100,0900,36.679116661361874,126.8466666802171
충청남도 예산군 덕산면 봉운로 18,C,0,신협 뒤 덕산초등학교주변 ,삼성외과의원,041-338-9700,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.705448595493515,126.67103159016023
전라북도 전주시 덕진구 안덕원로 190  (인후동2가),C,0,모래내 생명과학고등학교(농고) 맞은편에 위치 함,은성흉부외과의원,063-252-3543,,1745,0845,1745,0845,1745,0845,1745,0845,1745,0845,1115,0845,,,,,35.83478117571793,127.1480765987242
충청남도 예산군 예산읍 임성로23번길 14,C,0,예산 경찰서 옆,을지성심외과의원,041-335-8888,,2100,0800,2100,0800,2100,0800,2100,0800,2100,0800,1300,0800,,,1200,0800,36.68050637619605,126.84820784327895
충청남도 예산군 예산읍 예산로 86,C,0,주교 로타리근처 1-2분,조외과의원,041-332-4000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,36.680138931130145,126.83482797921789
"전라북도 전주시 덕진구 안덕원로 182 (인후동2가, 이명래외과의원)",C,0,농고 맞은편,이영래외과의원,063-277-0066,,1200,0900,1200,0900,1200,0900,1200,0900,1200,0900,,,,,,,35.834520129475216,127.14736136914186
전라북도 전주시 완산구 전라감영로 6 (다가동2가),C,0,완산교다리 못가서 SK주유소 옆,이영민외과의원,063-282-6881,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0900,,,,,35.81384208488649,127.1405906644585
충청남도 예산군 고덕면 고덕중앙로 70-2,C,0,면사무소 근처,한영철외과의원,041-337-0188,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1230,0800,,,,,36.74577250847584,126.70417185689754
전라북도 전주시 완산구 쑥고개로 315 (효자동2가),C,0,,자연미라인외과의원,063-221-2237,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1600,0930,,,,,35.81601759985013,127.10551863132563
"부산광역시 동래구 여고북로 192, 2층 (사직동)",C,0,"1,4호선 동래역 6번출구",보람외과의원,051-501-8275,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1400,0900,,,,,35.202505555555554,129.075255555557
"부산광역시 동래구 동래로 161, (복천동)",C,0,버스정류장: 내성초등학교,복천외과의원,051-556-5310,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,1300,0900,35.20419722222224,129.08834722222375
서울특별시 서대문구 통일로 467 (홍제동),C,0,홍제역 4번출구,동민외과의원,02-395-2008,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,37.58987936044377,126.94246789497391
"광주광역시 동구 남문로 780, 2층 202호 (학동)",C,0,,선형유외과의원,062-710-0810,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.13908950135453,126.92361091279822
"부산광역시 동래구 중앙대로 1325, 602호 (온천동, 이센타워)",C,0,"1,4호선 동래역 7번 출구",손명집창문외과의원,051-558-8880,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,35.20531111111111,129.07746944444736
서울특별시 서대문구 통일로 433,C,0,홍제역 3번출구 신한은행건물 9층 ,연세송도외과의원,02-3417-7175,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1500,0900,,,,,37.58767863523455,126.94513744362786
서울특별시 서대문구 응암로 81 (북가좌동),C,0,,원상희외과의원,02-308-2301,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,37.58043937565227,126.91143264059802
서울특별시 서대문구 통일로 451 (홍제동),C,0,홍제역 4번출구,이용진창문외과의원,02-3216-7020,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.58873753968486,126.94379122702693
서울특별시 서대문구 신촌로 243-1 (북아현동),C,0,아현역1번출구,참빛외과의원,02-364-7686,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.557459072280444,126.95311328177975
서울특별시 서대문구 수색로 48,C,0,모레내 시장 외한은행 건물 4층,삼성창문외과의원,02-376-7275,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.57040730523004,126.91364601883285
"서울특별시 광진구 능동로 294, 5층 (능동, 능동빌딩)",C,0,군자역 6번 출구,세이유외과의원,02-456-6075,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.55585252992539,127.07909501882332
서울특별시 광진구 뚝섬로 511 (자양동),C,0,섬김의 교회 맞은편,신일외과의원,02-466-8397,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,37.535749590433795,127.06722086251348
"서울특별시 광진구 능동로 409, 2.3층 (중곡동)",C,0,중곡역 2번출구,주함외과의원,02-466-1515,,1700,0830,1700,0830,1200,0830,1700,0830,1700,0830,1200,0830,,,,,37.5656088695,127.0838139831
"서울특별시 광진구 광나루로36길 14, 2층 (구의동)",C,0,"화성빌딩2,3층",진광준외과의원,02-452-6556,,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,1300,0930,,,,,37.544463888888892,127.086519444444448
"인천광역시 남동구 인하로507번길 63, 4층 410, 410 전체호 (구월동, 모아메디컬타운)",C,0,,라라외과의원,032-422-1055,,1800,0920,1800,0920,1800,0920,1800,0920,1800,0920,1300,0830,,,,,37.4461845872,126.7028330196
인천광역시 남동구 만수로 65,C,0,"숭덕여고입구 정류장 내츄럴페이스샵,빵집 있는 건물 2층",만수성심외과의원,032-471-2546,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,,,,,37.4615985246297,126.73511717692054
"인천광역시 남동구 인주대로 645, 2, 3층 (구월동)",C,0,길병원 큰 사거리 볼보자동차 차외과 옆건물 2층,맘마외과의원,032-434-6875,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.449960725127724,126.7086270151276
인천광역시 남동구 인하로 497-5 푸른세상안과빌딩 12층,C,0,,모식외과의원,032-423-7888,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.44359736923527,126.70159568491363
서울특별시 광진구 강변역로 50  (구의동),C,0,동서울터미널 2층,푸른맥흉부외과의원,02-469-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.534538240137095,127.09418371115775
"인천광역시 미추홀구 독정이로 7, 2층 (용현동, 청도하이텔)",C,0,"독정이삼거리, 남인천농협3층",전외과의원,032-884-0080,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.456850887603124,126.65481548053509
"인천광역시 미추홀구 인주대로 410, 탑클래시아 201호 (주안동)",C,0,,제일유외과의원,032-437-1212,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1400,0930,,,,,37.45097794317526,126.68205087816735
"인천광역시 남동구 인주대로 506-1, 2,3층(구월동)",C,0,신기4거리 부근 GS 칼텍스 옆옆 건물,서울외과의원,032-429-4848,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.45032820274553,126.69291545862904
인천광역시 미추홀구 인주대로 348 (주안동),C,0,"신기사거리~용일사거리 중간지점, 국민건강보험공단 옆",최광호외과의원,032-429-7570,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.451420395542854,126.67511434508326
"인천광역시 남동구 인주대로 582, (구월동)",C,0,예술회관역 3번출구 방향,서울지에이치하지외과의원,032-424-8575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430,0900,,,,,37.449778302776714,126.70159827799251
인천광역시 남동구 호구포로 788 (구월동),C,0,구월시장입구,남동성모외과의원,032-465-6342,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.4526680018206,126.71931592319168
"인천광역시 남동구 만수로 43, 5층 전부호 (만수동)",C,0,만수종합쇼핑 옆 가야빌딩 5층,신통외과의원,032-205-8282,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.46031478544496,126.73320928702306
"인천광역시 남동구 경인로 551, (간석동)",C,0,"주원고개 수림공원웨딩홀맞은편, GS칼텍스옆",안흉부외과의원,032-424-2252,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1530,0900,,,,,37.46282991686656,126.6996576323489
"경기도 안산시 상록구 선진4길 39-1, 1~4층 (사동)",C,0,,고외과의원,031-502-8100,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,1300,0900,1300,0900,37.28023309788257,126.85177479462103
"인천광역시 남동구 정각로 10, 파크에비뉴빌딩 5층 501 일부호 (구월동)",C,0,,정담외과의원,032-429-8553,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.454795080765706,126.70300691435047
인천광역시 남동구 인주대로 643 (구월동),C,0,길병원사거리,차외과의원,032-461-5123,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1530,0900,,,,,37.449936228535414,126.70855476093429
"인천광역시 남동구 인하로507번길 4, 801호 (구월동,벽성빌딩)",C,0,한성빌딩 801호,푸른맥외과의원,032-422-1113,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1530,0900,,,,,37.44347524887011,126.7031963281801
경기도 김포시 양촌읍 양곡1로 56,C,0,,승리외과의원,031-982-3981,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.65558359074141,126.623498232483
"경기도 김포시 김포한강9로76번길 37, 4층 401호 (구래동, 경서프라자)",C,0,,연세온유외과의원,031-989-9775,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.6441965704,126.6273265583
"부산광역시 해운대구 해운대로 793, 2층 (좌동, 해운대자생한방병원)",C,0,2호선 장산역 12번출구,곽희숙외과의원,051-704-9277,,1700,0930,1700,0930,1700,0930,1700,0930,1700,0930,1300,0930,,,,,35.16966664400627,129.17526332835513
"부산광역시 해운대구 센텀남대로 50, A1502호 (우동, 센템임페리얼타워빌딩)",C,0,버스정류장: 2호선 센텀시티역 9번출구(센텀브라이언빌딩 403호),길맥흉부외과의원,051-754-9975,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.16806198005217,129.13137925464187
부산광역시 해운대구 반송로 896 (반송동),C,0,4호선 동부산대학역 2번출구,김대석외과의원,051-542-8844,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.23111781124312,129.15202524668825
전라남도 광양시 중마중앙로 61  (중동),C,0,광양시 중동 터미널 사거리 SK텔레콤 2층,김외과의원,061-794-7733,,1700,0900,1700,0900,1700,0900,1200,0900,1700,0900,1200,0900,,,,,34.935701060318955,127.69774855070176
"전라남도 광양시 광영로 70, 4층 (광영동)",C,0,동광양 농협 근처,정외과의원,061-792-8561,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,34.9621958013874,127.72091538653181
"전라남도 광양시 광양읍 칠성로 60-1, 2층",C,0,들풀 한의원 근처  신형 광양중앙본점 맞은편 ,현대외과의원,061-763-7788,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.978677594355666,127.58513198124416
"경상남도 양산시 동면 금오로 253, 6,7,8층",C,0,,양산우리외과의원,055-785-1234,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.3160180102,129.0269544019
"경상남도 양산시 양산역6길 3, 센트럴스위트 2층 206호 (중부동)",C,0,,양산유외과의원,055-785-2345,,1730,0930,1830,0930,1730,0930,1830,0930,1730,0930,1300,0930,,,,,35.3378208562,129.0266015422
"경기도 고양시 일산서구 강선로 49, 303호 (주엽동, 일산비스타오피스텔)",C,0,,플라워여성외과의원,031-911-7599,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.66875542690833,126.7633762058574
"부산광역시 해운대구 센텀3로 32, 402호 (우동, 트럼프월드센텀2 상가)",C,0,2호선 센텀시티역 3번 출구,유창현외과의원,051-747-0400,,1500,0800,1500,0800,1500,0800,1500,0800,1500,0800,,,,,,,35.16650710909676,129.13391099518515
"경기도 고양시 일산서구 중앙로 1416, 401호 (주엽동, 한사랑빌딩)",C,0,,박세호여성외과의원,031-911-1135,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.669806943491295,126.76296481969763
경상남도 양산시 덕계로 41 (덕계동),C,0,동일아파트 2차,황외과의원,055-366-7582,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1300,0900,1300,1000,1300,0900,35.372052551355345,129.14903690045438
"부산광역시 해운대구 선수촌로165번길 6, 2층 (반여동)",C,0,버스정류장: 반여동 삼어동입구,이헌용외과의원,051-523-8254,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.20770000000002,129.12272222222734
"경기도 고양시 일산서구 덕이로 10 (덕이동, 지하1층 일부,2층 일부)",C,0,,아이산외과의원,031-929-3111,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.689360456397075,126.75833582176344
"부산광역시 해운대구 해운대로 794, 603호 (좌동, 삼정엘리움)",C,0,2호선 장산역 13번출구/삼정엘리움 603호,삼성뉴방외과의원,051-703-3651,,1830,0900,1830,0900,1830,0900,1830,0900,2030,0900,1430,0900,,,,,35.168792978657,129.17574047513392
"부산광역시 해운대구 양운로 82, 해운대화인크리닉센타 5층 502호 (좌동)",C,0,2호선 장산역 10번 출구/화인크리닉건물 5층,서울외과의원,051-704-7273,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300,0900,,,,,35.17046324737444,129.17555918841205
부산광역시 해운대구 해운대로 407  (우동),C,0,2호선 시립미술관역 2번 출구/센텀프라자빌딩 301호,센텀외과의원,051-704-7222,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1200,0900,,,,,35.16774925018702,129.14053229922362
"부산광역시 해운대구 해운대로 365, 7층 701호 (우동)",C,0,2호선 벡스코역 8번 출구,센텀화외과의원,051-710-8253,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,1000,,,,,35.17042300863898,129.13744781872907
"부산광역시 해운대구 재반로 253-1, 2층 (반여동)",C,0,버스정류장: 반여3동 우체국,손외과의원,051-784-2243,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.19997739164422,129.1312881307777
경상북도 영덕군 영해면 예주시장길 8,C,0,영해 시외버스 정류장 앞,권외과의원,054-734-4663,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.53836145442862,129.40471811379194
"대구광역시 동구 경안로 850, 5층 501,502호 (각산동)",C,0,"1.혁신도시입구[각산동]: 각산네거리에서 혁신도시방면(북쪽) 600m
2.버스 [혁신도시입구2] 동구4, 708
",경북연합외과의원,053-962-6991,,1900,0900,1900,0900,1900,0900,2000,1300,1900,0900,,,,,,,35.87824792798023,128.71443998978384
서울특별시 노원구 노해로 456,C,0,노원역 6번 출구 동방프라자 4층,선두외과의원,02-935-7535,,2100,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.65366952385188,127.05895286171138
서울특별시 노원구 동일로 1413,C,0,,세이유외과의원,02-951-6075,,1800,0930,1800,0930,1800,0930,1300,0930,1800,0930,1500,0900,,,,,37.65476819187273,127.06001441104628
서울특별시 노원구 동일로 1339,C,0,중계역 6번 출구/상계백병원 반대편/,슐다이스외과의원,02-951-1119,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,37.64814311482034,127.06220295357025
서울특별시 노원구 노해로 457 은성빌딩 3층,C,0,노원역 7번 출구/,동인외과의원,02-951-5678,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.65418042951913,127.05874666060526
서울특별시 노원구 동일로 1417,C,0,노원역 8번출구/삼양빌딩 401호/,미유여성외과의원,02-930-7878,,1800,0900,1800,0900,1800,0900,1800,0900,1700,0900,,,1300,0900,,,37.65507093731099,127.05997838501011
"서울특별시 노원구 동일로 1401, 7층 (상계동)",C,0,노원롯데백화점 사거리 국민은행옆건물 상아빌딩 7층,상쾌한아침외과의원,02-3391-7775,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,37.65357414330212,127.06038255411347
"경기도 부천시 소사로 712, 2층일부 (원종동)",C,0,,호산외과의원,032-677-8765,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,37.51959540039041,126.8051545583079
서울특별시 노원구 동일로 1371 (상계동) ,C,0,7호선 노원역 6번출구/,김영돈여성외과의원,02-952-8822,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1330,0900,,,,,37.6509536968343,127.06113739739787
"경기도 안양시 만안구 안양로314번길 24, 1,2,3,5,6층 (안양동)",C,0,,연세신통외과의원,031-444-8275,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0800,,,,,37.40056598055045,126.92179129457821
경기도 안양시 만안구 박달로 502 (박달동),C,0,,우성외과의원,031-446-5157,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1700,0900,37.40241236589591,126.90828144091523
충청남도 계룡시 엄사면 번영로 14,C,0,성원아파트8동앞,김광석외과의원,042-841-4411,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.28820515898522,127.24357337629849
"경기도 안양시 만안구 만안로 241, 4,12층 (안양동, 대성빌딩)",C,0,,한나이브외과의원,031-441-4477,,1900,1000,2100,1000,2100,1000,1900,1000,2100,1000,1500,1000,,,,,37.40163625814212,126.92158688739715
"서울특별시 노원구 동일로192길 20, (공릉동)",C,0,"7호선 공릉역 1,2번 출구",중앙외과의원,02-977-1001,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.6259023957385,127.07425736195134
대구광역시 동구 팔공로 170 (불로동),C,0,,신세계외과의원,053-984-6551,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.91394838825692,128.64122203283972
대구광역시 동구 효신로 24,C,0,,안태수외과의원,053-754-6226,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1200,0900,,,,,35.874164474832014,128.63471471376576
대구광역시 동구 효목로 45 (효목동),C,0,,우리제통외과의원,053-755-7005,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,,,35.877461985833264,128.63967166105098
"대구광역시 동구 안심로 58, 5층 (율하동)",C,0,,이자현유외과의원,053-965-6900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.8699390209,128.6919281875
서울특별시 노원구 상계로 84 큐비스트빌딩 3층,C,0,4호선 노원역 1번출구 큐비스트빌딩 3층,푸름외과의원,02-931-0365,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.6563326894299,127.06428774549297
"서울특별시 노원구 동일로 1624, 통일상가 (상계동)",C,0,수락산역 3번출구 노일초등학교 맞은편,한세외과의원,02-939-3993,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.673354710797966,127.05585088980634
대구광역시 동구 아양로 236 (효목동),C,0,,현대외과의원,053-942-3993,,1830,0900,1830,0900,1830,0900,1730,0900,1830,0900,1300,0900,,,,,35.886533333333333,128.638688888888879
대구광역시 동구 아양로 200,C,0,,황금빛학문외과의원,053-939-7275,,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1300,0900,,,,,35.88568930315332,128.63489378428142
"전라북도 군산시 중앙로 155, 3층 (중앙로1가)",C,0,구 경찰서 옆 ,동남외과의원,063-445-5464,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,,,,,,,35.9862504499901,126.71302888543958
경상북도 칠곡군 약목면 약목로5길 3,C,0,,영남외과의원,054-975-2567,,1650,0900,1650,0900,1650,0900,1650,0900,1650,0900,1300,0900,,,1300,0900,36.03441069332965,128.3648927749344
경기도 부천시 부흥로 440 (심곡동),C,0,원미초등학교 맞은편,가톨릭외과의원,032-654-6661,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.48740737825771,126.7880876636343
"경기도 부천시 상동로 87, 404~406호, 가나베스트타운3 (상동)",C,0,세이브존대각선맞은편 롯데리아건물 4층,상쾌한장문외과의원,032-323-6119,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1300,0900,,,,,37.505210556995685,126.75252483826676
경기도 부천시 부천로 128 ,C,0,,서울외과의원,032-651-1420,,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1200,1000,,,,,37.49561290261545,126.78562641520274
"경기도 부천시 길주로 195, 502호 (중동, 금영프라자2차)",C,0,,서울정맥외과의원,032-328-6662,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1200,0900,,,,,37.5050867298,126.7642239834
충청남도 천안시 동남구 만남로 43,C,0,고속버스 터미널 건물 윗층,Dr.원흉부외과의원,041-564-3770,,1830,0930,1830,0930,1400,0930,1830,0930,1830,0930,1400,0900,,,,,36.81921556831527,127.15444226852819
경기도 부천시 길주로 183,C,0,부천시청역 4번출구 앞 영라이프 6층,미웰유외과의원,032-719-8288,,1800,0930,1800,0930,1530,0930,1800,0930,2000,0930,1530,0930,,,,,37.505277185212584,126.7629601981684
"경기도 부천시 부천로 364, 2층 (도당동)",C,0,부개중 도당동사무소바로앞,바른연세외과의원,032-677-8822,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.51651394940473,126.7848958931338
경기도 부천시 소사로 188 (소사본동),C,0,소사초교사거리 실로암한의원 맞은편,본외과의원,032-345-8575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.47501673279462,126.79577175656467
경기도 부천시 길주로 191,C,0,중동이마트맞은편 하나은행옆건물,부천우방외과의원,032-236-6075,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1530,0900,,,,,37.50515652873382,126.76389249498017
"경기도 부천시 길주로 275, 201호 (중동, 중동프라자)",C,0,,비너스여성외과의원,032-322-6075,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.50390439913372,126.77332056123656
"경기도 부천시 역곡로 7, 6층 (역곡동, 스카이빌딩)",C,0,역곡북부역 주변,김앤정외과의원,032-347-5005,,1800,0900,1800,0900,2000,0900,1800,0900,1800,0900,1500,0900,,,,,37.48601230424296,126.81128872779806
충청남도 천안시 동남구 만남로 52 (신부동) 401호,C,0,문타워 건물 4층,삼성흉부외과의원,041-564-8877,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0900,,,,,36.818658154191205,127.15783887922463
"경기도 부천시 중동로254번길 90, 301호,302호 (중동, 중동파크타운)",C,0,중동현대백화점과 E마트 사이길로 가다보면 나오는 농협 건너편 건물 2층,원용순흉부외과의원,032-326-3535,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.50140370399999,126.7735769227
"대구광역시 수성구 달구벌대로 2296, 5층 (수성동1가, 영광빌딩)",C,0,,대구송도외과의원,053-744-7175,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.859508333333331,128.613574999999997
"대구광역시 수성구 달구벌대로 3204, 6층 (신매동, 시지메디빌)",C,0,,대구학문외과의원,053-791-6001,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.839980555555556,128.706952777777786
"대구광역시 수성구 달구벌대로 2296, 6층 (수성동1가, 영광빌딩)",C,0,,더블유외과의원,053-744-6075,,1800,0900,1800,0900,1400,0900,1800,0900,1800,0900,1400,0900,,,,,35.859487142281296,128.61361104047953
경기도 성남시 분당구 황새울로258번길 36,C,0,,분당서울외과의원,031-717-1345,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.379195672116765,127.11573837982282
"대구광역시 수성구 달구벌대로 2280, 5층 (수성동1가)",C,0,,마크원외과의원,053-285-6001,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.859728387301466,128.61164909782676
대구광역시 수성구 달구벌대로 2395,C,0,,미즈유외과의원,053-746-6075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.85960662879325,128.6245460793086
대구광역시 수성구 지범로 57-5,C,0,,백상헌외과의원,053-783-1816,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,35.826291457956444,128.62895294324454
