주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

"대전광역시 서구 배재로 162, 2층 (도마동)",G,0,,로뎀나무한의원,042-537-7975,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,36.32282807347905,127.37045784737094

경상남도 창녕군 남지읍 동포로 8,G,0,SK흥국주유소 부근,거북이한의원,055-526-0021,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.3898862248,128.4820572257

경상남도 창녕군 남지읍 선창길 4,G,0,남지시장 부근,남지한의원,055-526-4912,,1800,0930,1800,0930,1800,0930,1700,0930,1800,0930,,,,,1400,0930,35.38900178674308,128.48176117347583

경상남도 창녕군 창녕읍 창녕시장길 94-1,G,0,창녕석빙고 뒷편,동방한의원,055-532-4994,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0910,,,,,35.54159394543989,128.49744881661837

경상남도 창녕군 창녕읍 명덕로 8,G,0,,동의보감한의원,055-532-7582,,1800,0830,2000,0830,1800,0830,2000,0830,1800,0830,1400,0830,,,1400,0830,35.5426322282,128.4901686343

"경상남도 창녕군 영산면 영산중앙길 3, 3층",G,0,,명인한의원,055-521-8875,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,,,35.456674071266264,128.52715035169984

"경상남도 창녕군 남지읍 문화길 5-1, 1층 (백세한의원)",G,0,,백세한의원,055-521-9596,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.3887781341,128.4812885825

경상남도 창녕군 창녕읍 우포2로 1223 ,G,0,,서울한의원,055-532-4238,,2000,0830,1800,0830,2000,0830,1800,0830,1800,0830,1400,0830,,,,,35.5430929785,128.4896390682

경상남도 창녕군 영산면 영산계성로 74,G,0,영산터미널 부근,수민한의원,055-536-9674,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.45786822140931,128.52670619975405

"경상남도 창녕군 창녕읍 종로 6,",G,0,창녕우체국 부근,아세아한의원,055-533-8008,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.537900521268355,128.500806952265

"경상남도 창녕군 창녕읍 명덕로 58, 2층",G,0,,예영준한의원,055-533-6625,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.54266161212806,128.4956559129298

경상남도 창녕군 창녕읍 명덕로 6-1,G,0,,우리한의원,055-532-5327,,1800,0900,1800,0900,1800,0900,,,1800,0900,1400,0900,,,,,35.54266823074478,128.4900093894031

경상남도 창녕군 이방면 이방로 967,G,0,이방우체국 부근,이방한의원,055-532-5975,,1700,0900,,,,,,,,,1400,0900,,,,,35.601962105676314,128.38200591486859

경상남도 창녕군 창녕읍 당산1길 22,G,0,창녕5일장 부근,창녕한의원,055-533-0930,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,35.54193146782204,128.4956588476456

"경상남도 창녕군 창녕읍 군청길 18, 201~203호",G,0,,창녕황금손한의원,055-714-7582,,1800,0800,2000,0800,1800,0800,2000,0800,1800,0800,1300,0800,,,1300,0800,35.542560008752275,128.49205828557362

"경상남도 창녕군 창녕읍 창녕시장길 107, 1층",G,0,,하나한의원,055-532-5532,,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1300,0800,,,,,35.54213916894842,128.49679735871013

"경상남도 창녕군 남지읍 동포로 6, 1층",G,0,,하늘한의원,055-526-6226,,,,,,,,,,,,,,,,,,35.3895403940444,128.482037691158

경기도 용인시 기흥구 새천년로26번길 6 (신갈동),G,0,,총각네한의원,031-281-8575,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.28864276485282,127.11194304912857

경기도 용인시 기흥구 동백중앙로 352,G,0,,태인한의원,031-693-9330,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,,,,,37.282173606142415,127.15942440366544

"경기도 용인시 기흥구 서천로 121, 306호 (서천동, 원희캐슬)",G,0,,해담한의원,031-206-1775,,2100,0900,1900,0900,2100,0900,1900,0900,1900,0900,1500,1000,,,,,37.23716163318025,127.07272033742413

경기도 용인시 기흥구 흥덕중앙로 41,G,0,"웰스프라자 404호, 흥덕이마트 맞은편 기업은행건물",해당한의원,031-216-1075,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,1400,0930,37.276513237505846,127.07153251013253

"경기도 용인시 기흥구 새천년로16번길 3-16 (신갈동, 새천년프라자 304호)",G,0,새천년그린빌3단지 내,해바라기한의원,031-282-3003,,1900,0930,1900,0930,2100,0900,1900,0930,1900,0930,1500,0930,,,,,37.28813667615807,127.11122283733371

"경기도 용인시 기흥구 동백중앙로 283, A동 4층 401.402호 (중동, 골드프라자)",G,0,,해비치한의원,031-286-1213,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0900,,,,,37.2780134382,127.1534888395

"경기도 용인시 기흥구 용구대로2394번길 2 (마북동, 303호)",G,0,,행복한경희한의원,031-274-3214,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1400,0930,,,,,37.299805019433585,127.10768243512312

"경기도 용인시 기흥구 금화로 92, 205.206호 (상갈동, 한솔프라자)",G,0,,호부부한의원,031-275-1078,,2000,0900,1900,0900,2000,0900,1900,0900,2000,0900,1500,0930,1500,0930,,,37.2664905749,127.108153227

"경기도 용인시 기흥구 용구대로 2398, 3층 307호 (마북동, 연원마을벽산아파트)",G,0,,홍희한의원,031-285-6854,,1900,0900,,,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.30030554776877,127.10728577383908

"경기도 용인시 기흥구 금화로 103, 2층 202호 (상갈동, 정진프라자)",G,0,,효신한의원,031-281-7582,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.26619389260745,127.10660255088263

"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티)",G,0,"이시티 상가 C동 3층, E마트 흥덕점 옆에 건물",흥덕경희한의원,031-211-5574,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.2759107805739,127.07158946838947

전라남도 장성군 장성읍 영천로 125-4,G,0,장성공용버스터미널 뒷편,선재한의원,061-392-0037,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,35.29705069097246,126.78070105249217

"대구광역시 북구 대현남로 41, 1층 (대현동)",G,0,,경희정수한의원,053-941-9990,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.88172725882873,128.60732891977645

"서울특별시 강남구 테헤란로 141, 5층 (역삼동)",G,0,2호선 역삼역 4번출구 케이알타워 5층,지세븐한의원,02-2051-9076,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.50054881854711,127.03467353114183

"서울특별시 은평구 통일로 830, 파레제페빌딩 303호 (불광동)",G,0,,은평한의원,02-356-0190,,1800,0900,1800,0900,1800,0900,1400,0900,1800,0900,1400,0900,,,,,37.617820406669196,126.92272869142064

"부산광역시 중구 구덕로 90, 3층 (남포동6가)",G,0,1호선 자갈치역 3번 출구,경희미르애한의원,051-241-3721,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.09757044103616,129.02601341022987

"부산광역시 남구 유엔로 143  (대연동, 송원파크타운)",G,0,버스정류장: 유엔교차로,곽상호한의원,051-637-1390,,1830,0930,1830,0930,1830,0930,,,1830,0930,1230,0930,,,1230,0930,35.13034457924986,129.09179802465877

부산광역시 금정구 중앙대로 2029 (남산동),G,0,1호선 남산역 5번출구,경원한의원,051-517-8384,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.26556445896342,129.09214494435724

"부산광역시 수영구 수영로 526-1, 2층 (광안동, 해금빌딩)",G,0,2호선 금련산역 1번 출구,동의보원한의원,051-758-2331,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.152732432235496,129.1121350355002

"부산광역시 수영구 과정로67번길 13, (망미동)",G,0,버스정류장: 가락 3단지 아파트,규림한의원,051-205-5382,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,0900,35.1007194106025,128.9594605075384

전라남도 진도군 진도읍 남문길 35,G,0,,미래한의원,061-542-1075,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1400,0800,,,1200,0800,34.481222804344405,126.26322489124935

"울산광역시 울주군 언양읍 서부2길 16, 2층",G,0,언양터미널 사거리에서 언양시장쪽방향 내려가다 탑마트 근처,유곡한의원,052-254-7577,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.56503078423572,129.1211219650484

"울산광역시 울주군 범서읍 구영로 86, 402호 (GM프라자)",G,0,GM프라자4층 402호,유생당한의원,052-248-7510,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.57482789588707,129.24099513864715

"울산광역시 울주군 언양읍 반구대로 820, 2층",G,0,,으뜸한의원,052-264-1076,,2000,0900,1900,0900,2000,0900,1900,0900,1900,0900,1400,0900,,,,,35.56303764614143,129.12765971534103

경상남도 진주시 남강로 690-1,G,0,반도병원 맞은편,인삼당한의원,055-741-4488,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,1300,0930,35.19127710483485,128.08716162801284

"경상남도 진주시 촉석로 199, 2층 (대안동)",G,0,엘칸토 근처,약손한의원,055-743-8275,,1700,0830,,,1700,0830,1700,0830,1300,0830,,,1700,0830,,,35.195766666666664,128.083716666666675

울산광역시 울주군 온산읍 덕남로 19,G,0,,자성한의원,052-238-1275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.432705555555557,129.311011111111100

"제주특별자치도 제주시 화삼북로 68, 삼화지구 신형빌딩 3층 (도련일동)",C,0,삼화지구 한라신협 맞은편,삼화상쾌한의원,064-721-5553,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800,0900,1800,0900,1800,0900,33.5170678341,126.5802878738

"경기도 남양주시 도농로 15, 2층 (도농동)",C,0,,도농한의원,031-565-8575,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.607430456139895,127.15692655343903

경기도 의왕시 원골로 3  (오전동),G,0,,이화한의원,031-451-1505,,1900,0930,2100,0930,1900,0930,2100,0930,1900,0930,1600,0930,1600,0930,1600,0930,37.358147455714416,126.96673335002208

충청남도 부여군 홍산면 홍산로 45,G,0,,고려한의원,041-836-2297,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,,,36.21352129545653,126.75949312018288

충청남도 부여군 부여읍 부여로 9-3,G,0,터미널 근처,대경한의원,041-836-8275,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,,,36.28074039245717,126.90953921194105

충청남도 부여군 은산면 충의로 672,G,0,은산 사거리,대생당한의원,041-833-6012,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1400,0830,,,,,36.30894490786699,126.85321926766419

"경기도 시흥시 정왕신길로139번길 5, 102.107~108호 (정왕동)",C,0,삼성아파트 상가,삼성연합의원.금성한의원,031-496-0712,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.35433992907405,126.7340880511548

"경기도 평택시 서정역로 15-1, 2층 (서정동)",G,0,,사암서울경희한의원,031-662-1070,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,,,,,37.05551009905627,127.05539932807787

울산광역시 울주군 서생면 진하길 13,G,0,,진하한의원,052-238-7578,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.384844998502366,129.3422531208572

"울산광역시 울주군 범서읍 점촌4길 26, 2층",G,0,,참조은한의원,052-245-1236,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.5704622046,129.238108983

울산광역시 울주군 온양읍 온양로 98,G,0,,창의한의원,052-239-7507,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1600,0900,,,1600,0900,35.40820772904186,129.2821918676736

울산광역시 울주군 범서읍 천상중앙길 70 (2동 202호),G,0,,천수한의원,052-211-9595,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.56327104401297,129.2286312273707

"경기도 시흥시 중심상가로 161, 3층 (정왕동, 그리미아 빌딩)",C,0,,시흥하나의료소비자생활협동조합행복한의원,031-434-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.345967470659346,126.73400488768924

경상북도 김천시 자산로 136 (성내동),C,0,,늘편한의원,054-439-7585,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,36.12251465067919,128.11817302554692

울산광역시 울주군 상북면 덕현행정길 16-20,G,0,,천인한의원,052-264-6675,,1800,0900,,,1800,0900,1800,0900,1800,0900,1800,0900,1700,0900,1800,0900,35.615236111111109,129.044516666666681

울산광역시 울주군 두동면 계명로 44-34,G,0,,초락당한의원,052-264-8001,,1730,0900,,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,35.709816666666669,129.199758333333335

"울산광역시 울주군 범서읍 장검1길 63, 2층",G,0,,최한의원,052-233-1900,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600,0900,,,,,35.550842143,129.2527174063

울산광역시 울주군 온양읍 대운길 51,G,0,,한솔한의원,052-239-0003,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.413627777777776,129.282097222222234

울산광역시 울주군 웅촌면 웅촌로 377,G,0,,홍광석한의원,052-225-1717,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,35.46476736165529,129.2090947662552

"울산광역시 울주군 청량읍 덕하로 222, 1층",G,0,,황한의원,052-237-4433,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.4907539492,129.3044562376

경상남도 진주시 진주대로 1192,G,0,간이시외버스터미널 근처,용한의원,055-745-9119,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,35.19489358573646,128.07294052613855

"경기도 이천시 영창로 247, 2층 (창전동)",G,0,,100년한의원,031-638-2431,,2000,0900,1900,0900,2000,0900,1900,0900,2000,0900,1500,0900,,,,,37.280724792235986,127.4500042142762

"경기도 이천시 중리천로5번길 20, 2층 (관고동)",G,0,,거북이한의원,031-638-0611,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.28119444444444,127.43885833333333

경기도 이천시 영창로 156 (관고동),G,0,,경희한의원,031-637-6378,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.28162097271063,127.43978439015004

"경기도 이천시 영창로 223, 2층 (창전동)",G,0,,공한의원,031-631-7711,,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1500,0900,,,,,37.2809500302099,127.44763308236544

경기도 이천시 이섭대천로 1215 (창전동),G,0,,광제한의원,031-633-7300,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.27888485434936,127.44667822332269

경기도 이천시 이섭대천로 1199-1,G,0,,금오한의원,031-631-7533,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,37.2774201985302,127.44655497932678

경기도 이천시 마장면 오천로24번길 6-26,G,0,,김길수한의원,031-636-8288,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.2551449361087,127.35012024652538

경기도 이천시 장호원읍 장터로 45-10,G,0,,김한의원,031-642-8275,,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,,,,,37.11648401442955,127.62970748925689

경기도 이천시 중리천로 23 (창전동),G,0,,늘푸른한의원,031-632-9117,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1500,0830,,,,,37.2805941134,127.4406714515

경기도 이천시 대월면 사동로159번길 2 ,G,0,,대월한의원,031-633-7545,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1330,0900,,,,,37.2432851124,127.4951290467

경기도 이천시 아리역로 1 (창전동),G,0,,도담한의원,031-634-8875,,1930,0930,2100,0930,1930,0930,2100,0930,1930,0930,1330,0930,,,,,37.285669675752764,127.4480985739104

경기도 이천시 중리천로13번길 1 (관고동),G,0,,동방한의원,031-638-1097,,1900,0930,2100,0930,1900,0930,2100,0930,1900,0900,1600,0930,,,,,37.28071414184825,127.43940475113027

경기도 이천시 서희로 28-1 (중리동),G,0,,명선한의원,031-637-7915,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.27803617001192,127.44233885562316

"경기도 이천시 백사면 이여로88번길 18, 1층 101호",G,0,,모전한솔한의원,031-632-2283,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.30311315451224,127.46868980156465

경기도 이천시 증신로291번길 121  (송정동),G,0,,목이당한의원,031-634-7977,,1800,0930,2000,1400,1800,0930,2000,1400,1800,0930,1430,0930,,,,,37.29490292133404,127.43412130761101

경기도 이천시 이섭대천로 1222 (창전동),G,0,,문현기한의원,031-638-9100,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.2793590690699,127.44708693351245

"경기도 이천시 이섭대천로 1233, 4층 (창전동, 화창빌딩)",G,0,,미올한의원,031-634-1075,,2030,1030,2030,1030,2030,1030,2030,1030,2030,1030,1500,1000,,,,,37.2803735435,127.44663287630001

경기도 이천시 영창로 314  (갈산동),G,0,,바른침한의원,031-633-1022,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.28103352075603,127.4573921314705

경기도 이천시 백사면 현방로 72-1,G,0,,백사한의원,031-631-1047,,1800,0930,1800,0830,1800,0830,1300,0830,1800,0830,1300,0830,,,,,37.33932516229077,127.49183734789204

"경기도 이천시 마장면 오천로 44, 2층",G,0,,보원당한의원,031-632-1660,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.25289911854261,127.35268887662215

경기도 이천시 부발읍 무촌로 139,G,0,,부발한의원,031-632-9087,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.28435667739868,127.48812915395135

"서울특별시 강남구 역삼로 306, 408,409호 (역삼동, 개나리래미안상가)",G,0,개나리래미안아파트 상가,경희연한의원,02-567-3576,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,1500,0930,37.49922728975505,127.0476341832504

"경기도 시흥시 함송로 16, 3,4,5층 (정왕동, 미소프라자)",C,0,,확실한의원,031-319-7582,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.363755192533574,126.72957335090031

경기도 이천시 장호원읍 장감로 51,G,0,,부부한의원,031-643-1075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.11680907382752,127.62857145381876

경기도 이천시 장호원읍 장감로 56,G,0,,생강한의원,031-642-1075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.116623358382206,127.6289299666281

경기도 이천시 장호원읍 장감로 94-1,G,0,,서울경희한의원,031-641-5738,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.1177621348,127.6330214926

"경기도 이천시 영창로 205-1, (창전동)",G,0,,서울한의원,031-635-2275,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.28118513794954,127.4454965561313

경기도 이천시 영창로 151-2 (관고동),G,0,,설봉한의원,031-631-7885,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.2819571671,127.4395156983

경기도 이천시 설성면 설장로 12-1,G,0,,설성으뜸한의원,031-641-7975,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1400,0830,,,,,37.2853585694,127.6357127201

"경기도 이천시 증신로291번길 88, 2층 (송정동, 중앙프라자)",G,0,,송정푸른솔한의원,031-631-8902,,1840,0900,1840,0900,1840,0900,1840,0900,1840,0900,1440,0900,,,,,37.296323940871176,127.43541727624418

경기도 이천시 신둔면 경충대로 3152-6,G,0,,신둔한의원,031-633-1075,,1800,0900,1900,0900,1800,0900,1800,0900,1900,0900,1400,0900,,,,,37.30782031277342,127.4030737826835

경기도 이천시 증신로 131,G,0,,안현주경희한의원,031-637-7582,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.28801835431704,127.45360911468046

"경기도 이천시 영창로 178, 1층 (창전동)",G,0,,약손한의원,031-638-1134,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.2812729453,127.4422675894

"경기도 이천시 영창로 205-1 (창전동, 서울한의원)",G,0,,오세미한의원,031-632-5320,,1900,1400,1900,1400,1900,1400,1900,1400,1900,1400,1400,1000,,,,,37.28118878847138,127.4454875367527

"경기도 이천시 영창로 157, 2층 (관고동)",G,0,,올바른한의원,031-694-7579,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.281908471265226,127.44001156614743

"경기도 이천시 중리천로 101, 5층 (창전동)",G,0,,우리한의원,031-638-2432,,1830,0900,1830,0900,2000,0900,1830,0900,1830,0900,1400,0900,,,,,37.27807467185974,127.44838732448336

경기도 이천시 부발읍 경충대로 2257,G,0,,이천한의원,031-631-7979,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.26037095734148,127.4758001406216

경기도 이천시 영창로 211 ,G,0,,인제당한의원,031-633-2344,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.281078543891354,127.4460506885867

경기도 이천시 부발읍 경충대로2250번길 6,G,0,,일이삼한의원,031-631-8558,,1900,0930,1900,0930,1900,0930,1900,1400,1900,0930,1600,0930,,,,,37.25964751605294,127.48003415380569

"경기도 이천시 이섭대천로 1203, 3층 (중리동, 하나빌딩)",G,0,,자황한의원,031-631-7663,,2030,0900,1900,0900,1900,0900,2030,0900,1900,0900,1400,0900,,,,,37.27710905684159,127.44640611975032

"경기도 이천시 부발읍 경충대로 2096-4, 2층 207호",G,0,,태양한의원,031-637-4060,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.25264975706156,127.49140528177784

"경기도 이천시 이섭대천로 1185-1, (중리동)",G,0,,한중한의원,031-631-8688,,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,1600,0930,,,,,37.27618888829502,127.44669837399198

"경기도 이천시 이섭대천로 1229, 4층 (창전동, IS타워빌딩)",G,0,분수대오거리 타워빌딩 4층,함소아한의원,031-638-0175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1730,0900,,,,,37.28009552229942,127.44652413261667

"서울특별시 양천구 신정이펜2로 22, 3층 (신정동, 신정프라자)",G,0,,햇살담은한의원,02-2608-3375,,2100,1000,2000,1000,2000,1000,2100,1000,2000,1000,1600,1000,,,1600,1000,37.512912395786174,126.83259406780319

서울특별시 양천구 신정이펜2로 14  (신정동),G,0,서남병원 옆,경희토지한의원,02-2651-8131,,1900,0930,1900,0930,1900,0930,2100,0930,,,1600,0930,,,,,37.51249050310214,126.83243665843605

경기도 이천시 이섭대천로 1440-8,G,0,,행복한의원,031-635-5353,,1900,0930,1900,0930,1300,0930,1900,0930,1900,0930,1600,0930,,,,,37.295592319201425,127.45784538033688

경기도 이천시 이섭대천로 1197,G,0,,현대한의원,031-631-0280,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.27708145420961,127.44654396486973

"경기도 이천시 애련정로87번길 49, 2층 (창전동)",G,0,,호법한의원,031-633-3835,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.27831437575619,127.44741718400414

서울특별시 영등포구 신길로 156 (신길동),G,0,,광생한의원,02-847-2411,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1500,1000,,,,,37.50587993874612,126.91151177076534

"서울특별시 영등포구 양평로 51, 2층 (당산동5가, 한일빌딩)",G,0,당산역 12번 출구,광장한의원,02-2677-0025,,1900,0900,1900,0900,1900,0900,1300,0900,1900,0900,1600,0900,,,,,37.53425657345692,126.90073886209599

"서울특별시 영등포구 당산로 142-1, 4층 (당산동3가)",G,0,영등포구청역 4번 출구,구궁당한의원,02-2636-1359,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1630,0900,,,1400,0900,37.52731232867414,126.89730888808283

서울특별시 영등포구 디지털로53길 14-1 (대림동),G,0,고향교회 인근,금강한의원,02-835-0118,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.49189481461369,126.90055072173261

"서울특별시 영등포구 국회대로 750 (여의도동, 금산빌딩 313호 )",G,0,,김문호한의원,02-784-0606,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,37.52828970682482,126.91648122714284

서울특별시 영등포구 당산로 122 (당산동3가),G,0,,김포한의원,02-2677-3327,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1400,0930,,,,,37.525308084793295,126.89692901534403

서울특별시 영등포구 도림로 209  (신길동),G,0,,남서울한의원,02-849-8285,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.49749073643649,126.90352422240271

"서울특별시 영등포구 영신로 238, 3층 (영등포동8가, 미소로)",G,0,빅마켓영등포점 인근,내령당한의원,02-2679-9700,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.52855069996556,126.9042128083807

"서울특별시 영등포구 가마산로 480, S.J빌딩 3층 301호 (신길동)",G,0,,뉴신길한의원,02-761-1075,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.5056478809,126.9096526913

"서울특별시 영등포구 양평로20길 8, 2층 (양평동4가)",G,0,양평2동 주민센터 인근,늘사랑한의원,02-2068-5068,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,,,,,37.53771216085561,126.89580109420599

서울특별시 영등포구 국회대로70길 22 (여의도동),G,0,국회의사당역 3번출구 하나은행 맞은편 금강빌딩 3층,다사랑한의원,02-785-1075,,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1330,1000,,,,,37.52860251254851,126.92062151678406

"서울특별시 영등포구 여의대방로 383, 경도빌딩 3층 9,10호 (여의도동)",G,0,,닥터한한의원,02-785-6369,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.5193434181,126.93150430359998

"서울특별시 영등포구 양평로 16, 601호 (당산동6가, 당산동 대정프라자)",G,0,당산역 8번출구 ,당산삼보한의원,02-2068-7002,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,,,37.53288655100115,126.90450142539609

"서울특별시 영등포구 도림로 148, 2층 (대림동, 대동빌딩)",G,0,대림역 11번 출구,당산한의원,02-3667-1075,,1830,0900,1830,0900,1830,0900,,,1830,0900,1600,0900,1600,0900,1600,0900,37.493597778390246,126.89849491189693

"서울특별시 영등포구 양평로 105, 3층 (양평동4가, 원우빌딩)",G,0,선유도역 5번 출구에서 양평동사거리 방향,대명한의원,02-2671-7191,,1900,0930,2100,0930,1900,0930,1900,0930,2100,0930,1400,0930,,,,,37.53682894599627,126.89553530056112

