name,address,tel

진영한빛도서관,경남 김해시 진영읍 김해대로 440,T.055-330-4835

진영역,경남 김해시 진영읍 김해대로 809,T.055-345-7788

김해농수산물유통센터,경남 김해시 칠산로 128,T.055-310-7015

칠암도서관,경남 김해시 활천로285번길 14,T.055-330-2934

김해중앙교회,경남 김해시 흥동로 7,T.010-5593-4430

남해군보건소,경남 남해군 남해읍 선서로 5,T.055-860-8714

밀양시청,경남 밀양시 밀양대로 2047,T.055-359-5442

밀양보건소,경남 밀양시 삼문중앙로 41,T.055-359-7023

사천공항,경남 사천시 사천읍 사천대로 1971,T.055-831-9315

이마트사천점,경남 사천시 삼천포 대교로 591,T.055-850-1234

사천시보건소,경남 사천시 용현면 시청로 77,T.055-831-3527

홈플러스삼천포점,경남 사천시 중앙로 165,T.055-831-8124

산청군청,경남 산청군 산청읍 산엔청로 1,T.055-970-7523

산청군보건의료원,경남 산청군 산청읍 중앙로 97,T.055-970-7523

양산보건소,경남 양산시 삽량로 169,T.055-392-5272

의령군보건소,경남 의령군 의병로8길 16,T.055-570-4036

은하수동산육아종합지원센터,경남 진주시 남강로1463번길 17,T.055-749-3618

진주시청,경남 진주시 동진로 155,T.055-749-8527

진주시보건소,경남 진주시 월아산로 2026,T.055-749-6690

이마트진주점,경남 진주시 진양호로 477,T.055-749-1052

갤러리아백화점진주점,경남 진주시 진주대로 1095,T.055-791-1033

남지종합복지관,"경남 창녕군 남지읍 복지관길 15 (남지리, 남지종합복지관)",T.055-526-1307

우포늪생태체험관,경남 창녕군 대합면 우포2로 370,T.055-532-0090

산토끼노래동산,경남 창녕군 이방면 이방로 623,T.055-533-1400

창녕군청,경남 창녕군 창녕읍 군청길 1,T.055-530-1215

창녕군문화예술회관,경남 창녕군 창녕읍 우포2로 1189-25,T.055-530-1915

창녕군보건소,경남 창녕군 창녕읍 우포2로 1189-35,T.055-530-6275

창녕군사회복지타운,경남 창녕군 창녕읍 창녕대로 172,T.055-532-1304

마산합포구청,경남 창원시 마산합포구 3·15대로 210,T.055-220-4113

마산보건소동마산보건지소,경남 창원시 마산합포구 구암남14길 33,T.055-225-6054

롯데백화점마산점,경남 창원시 마산합포구 동서동로 18,T.055-240-6539

마산역,경남 창원시 마산합포구 마산역광장로 18,T.055-250-4434

이마트마산점,경남 창원시 마산합포구 서성로 3,T.055-711-1051

롯데마트마산점,경남 창원시 마산합포구 신마산시장길 33,T.055-230-2522

창원시공동육아나눔터,경남 창원시 마산합포구 용마로 30,T.055-225-4056

창원시마산보건소,경남 창원시 마산합포구 월영동북로 15,T.055-220-5965

정부경남지방합동청사,경남 창원시 마산합포구 제2부두로 10,T.055-981-6307

신세계백화점마산점,경남 창원시 마산합포구 합포로 251,T.055-240-1055

대현프리몰창원,경남 창원시 마산회원구 3·15대로 758,T.055-292-7988

롯데마트삼계점,경남 창원시 마산회원구 내서읍 경남대로 927,T.055-719-5213

마산보건소내서읍보건지소,경남 창원시 마산회원구 내서읍 중리상곡로 69,T.055-225-6062

315아트센터,경남 창원시 마산회원구 삼호로 135,T.055-268-7914

홈플러스마산점,경남 창원시 마산회원구 삼호로 56,T.055-259-8005

NC다이노스야구장,경남 창원시 마산회원구 삼호로 63,T.010-5412-1159

롯데마트양덕점,경남 창원시 마산회원구 삼호로 80,T.055-259-2801

성산도서관,경남 창원시 성산구 외리로 47,T.055-225-7398

이마트창원점,경남 창원시 성산구 원이대로 608,T.051-211-1234

롯데마트창원중앙점,경남 창원시 성산구 중앙대로 123,T.055-240-2521

창원중앙역,경남 창원시 의창구 상남로 381,T.055-250-4427

창원경륜공단,경남 창원시 의창구 원이대로 450,T.055-239-1073

창원역,경남 창원시 의창구 의창대로 67,T.055-292-7788

창원시청,경남 창원시 의창구 중앙대로 151,T.055-225-7958

창원보건소,경남 창원시 의창구 중앙대로162번길 9,T.055-225-5783

홈플러스창원점,경남 창원시 의창구 창원대로 415,T.055-270-8124

뉴코아아울렛창원점,경남 창원시 의창구 창원대로397번길 6,T.055-270-7070

의창구청,경남 창원시 의창구 태복산로15번길 8,T.055-212-4014

창원보건소건강증진센터,경남 창원시 의창구 팔용로451번길 8,T.055-225-5848

진해해양공원,경남 창원시 진해구 명동로 62,T.055-712-0425

롯데마트진해점,경남 창원시 진해구 석동 543-5,T.010-6439-8936

진해도서관,경남 창원시 진해구 여좌동 795-1,T.055-225-7515

웅동2동주민센터,경남 창원시 진해구 용원동 1218-2,T.055-548-6832

진해구청,경남 창원시 진해구 진해대로 1101,T.055-548-4015

홈플러스진해점,경남 창원시 진해구 충장로 356,T.055-540-8124

이마트통영점,경남 통영시 광도면 죽림4로 9,T.055-650-1055

롯데마트통영점,경남 통영시 무전대로 65,T.055-640-2501

통영시보건소,경남 통영시 안개4길 108,T.055-650-6145

충무도서관,경남 통영시 용남면 기호바깥길 7-87,T.055-650-2642

통영RCE세자트라,경남 통영시 용남해안로 116,T.055-650-7423

통영항여객선터미널,경남 통영시 통영해안로 234,T.055-650-6145

하동군공설운동장,경남 하동군 적량면 공설운동장로 207,T.055-880-2066

국민건강보험공단하동남해지사,경남 하동군 하동읍 경서대로 114,T.055-880-0113

하동역,경남 하동군 하동읍 경서대로 240 (비파리),T.055-884-7788

하동군보건소,경남 하동군 하동읍 군청로 31,T.055-880-6655

함안군청,경남 함안군 가야읍 말산로 1,T.055-580-2233

함안군여성센터,경남 함안군 가야읍 말산로 25,T.055-585-2382

함안군보건소,경남 함안군 가야읍 중앙남4길 10,T.055-580-3024

함안군육아지원센터,경남 함안군 칠원읍 용산1길 28,T.055-586-7536

함양군보건소,경남 함양군 함양읍 한들로 141,T.055-960-4685

합천군보건소,경남 합천군 합천읍 동서로 39,T.055-930-3682

경산중앙교회,"경북 경산시 강변동로 358 (대평동, 경산중앙교회)",T.053-816-7000

장산도서관,"경북 경산시 경산로13길 7 (옥곡동, 경산시립장산도서관)",T.053-804-7960

홈플러스경산점,"경북 경산시 경안로 288 (중방동, 홈플러스 경산점)",T.053-715-8121

경산시보건소,"경북 경산시 남매로 158 (중방동, 경산시보건소)",T.053-810-6388

임당역,"경북 경산시 대학로 지하 170 (중방동, 임당역)",T.053-811-0732

영남대역,"경북 경산시 대학로 지하 270 (대동, 영남대역)",T.053-801-3785

정평역,"경북 경산시 대학로 지하 60 (정평동, 정평역)",T.053-811-4753

이마트경산점,"경북 경산시 옥산로 227 (중산동, 경산이마트)",T.053-940-1053

와촌휴게소,경북 경산시 와촌면 강학길 103 (강학리),T.053-853-1002

경산역,"경북 경산시 중앙로 1 (사정동, 경산역)",T.053-816-4973

NC백화점,경북 경산시 중앙로 39 (중방동),T.010-2813-5293

경산휴게소,경북 경산시 진량읍 대학로 1089 (신상리),T.053-852-5243

평사휴게소,"경북 경산시 진량읍 경부고속도로 105 (평사리, 평사휴게소)",T.053-852-8651

건천휴게소(서울방향),경북 경주시 건천읍 경부고속도로 76 (금척리),T.054-751-7401

건천휴게소(부산방향),경북 경주시 건천읍 경부고속도로 77 (방내리),T.054-751-6890

신경주역,"경북 경주시 건천읍 신경주역로 80 (화천리, 신경주KTX역사)",T.054-613-8004

경주세계문화엑스포,경북 경주시 경감로 614 (천군동),T.054-740-3041

홈플러스 경주점,"경북 경주시 공단로 97 (용강동, 홈플러스)",T.054-770-8007

경주월드,경북 경주시 보문로 544 (천군동),T.070-7113-6126

경주동궁원,경북 경주시 보문로 74-14 (북군동),T.054-779-8727

경주시청,"경북 경주시 양정로 260 (동천동, 경주시청)",T.054-779-6671

경주시보건소,"경북 경주시 양정로 300 (동천동, 경주시보건소)",T.054-779-8625

국립경주박물관,경북 경주시 일정로 186 (인왕동),T.054-740-7604

건강보험공단,"경북 경주시 태종로 426 (충효동, 국민건강보험공단 경주지사)",T.054-750-3112

고령군청,"경북 고령군 대가야읍 왕릉로 55 (지산리, 고령군청)",T.054-954-2201

고령군보건소,경북 고령군 대가야읍 왕릉로 56-5,T.054-954-1300

순천향대학교구미병원,"경북 구미시 1공단로 179 (공단동, 구미순천향병원)",T.054-468-9230

홈플러스 구미점,"경북 구미시 구미대로 174 (광평동, 홈플러스 구미광평점)",T.054-459-8102

이마트구미점,경북 구미시 구미대로 256 (광평동),T.054-467-1051

구미시탄소제로교육관,"경북 구미시 금오산로 336-97 (남통동, 경상북도환경연수원)",T.054-480-5352

낙동강구미휴게소,경북 구미시 도개면 용산3길 122-65 (용산리),T.054-475-2971

구미시립봉곡도서관,경북 구미시 봉곡로15길 54 (봉곡동),T.054-480-2110

경운대학교,"경북 구미시 산동면 강동로 730 (인덕리, 경운대학교)",T.054-479-1033

국민건강보험공단구미지사,경북 구미시 산호대로 181 (공단동),T.054-467-4113

구미시보건소,"경북 구미시 선산대로 111 (지산동, 구미보건소)",T.054-480-4037

선산보건소,"경북 구미시 선산읍 선주로 121 (동부리, 선산보건소)",T.054-480-4158

구미시청,"경북 구미시 송정대로 55 (송정동, 구미시청)",T.054-480-2805

선산휴게소(양평방향),경북 구미시 옥성면 중부내륙고속도로 128 (대원리),T.054-482-6011

(주)에스에스유통 선산(창원방향)휴게소,경북 구미시 옥성면 중부내륙고속도로 129 (대원리),T.054-482-6031

구미시추모공원,"경북 구미시 옥성면 추모공원로 81 (농소리, 구미추모공원)",T.054-480-2322

군위휴게소(춘천방향),"경북 군위군 군위읍 경북대로 4082 (오곡리, 군위휴게소춘천방향)",T.054-383-7114

군위휴게소(부산방향),"경북 군위군 군위읍 경북대로 4084 (오곡리, 군위휴게소부산방향)",T.054-383-6114

군위군청,"경북 군위군 군위읍 군청로 200 (동부리, 군위군청)",T.054-380-6086

군위군보건소,"경북 군위군 군위읍 군청로 70 (동부리, 군위군보건소)",T.054-380-7442

삼국유사군위지점휴게소(상주방향),경북 군위군 부계면 치산효령로 989-23 (창평리),T.054-383-8778

군위영천지점휴게소(영천방향),경북 군위군 산성면 치산효령로 865-43 (백학리),T.054-383-8448

김천시청,"경북 김천시 시청1길 1 (신음동, 김천시청)",T.054-420-6146

김천시보건소,"경북 김천시 시청1길 221 (신음동, 김천시보건소)",T.054-421-2735

이마트 김천점,"경북 김천시 시청로 75 (신음동, 이마트)",T.054-420-1234

롯데마트 김천점,"경북 김천시 시청로 80 (신음동, 롯데마트김천점)",T.054-429-0800

김천소년교도소,경북 김천시 영남대로 1968,T.054-429-5510

KTX김천구미역,"경북 김천시 남면 혁신1로 51 (옥산리, 김천(구미)역)",T.054-437-2752

녹색미래과학관,"경북 김천시 혁신6로 31 (율곡동, 김천녹색미래과학관)",T.054-429-1640

문경시청,"경북 문경시 당교로 225 (모전동, 문경시청)",T.054-550-6781

점촌시외버스터미널,경북 문경시 모전로 54 (모전동),T.054-556-7707

홈플러스,경북 문경시 모전로 65,T.054-559-8121

문경시보건소,"경북 문경시 점촌1길 9 (점촌동, 문경시보건소)",T.054-550-8061

육아종합지원센터,경북 문경시 점촌역옆길 25 (흥덕동),T.054-701-2337

문경휴게소(마산방향),"경북 문경시 중부내륙고속도로 173 (유곡동, 문경마산방향휴게소)",T.054-554-1655

문경휴게소(양펑방향),"경북 문경시 중부내륙고속도로 174 (유곡동, 문경양평방향휴게소)",T.054-554-1610

봉화군청,"경북 봉화군 봉화읍 봉화로 1111 (내성리, 봉화군청)",T.054-679-6172

봉화군보건소,"경북 봉화군 봉화읍 봉화로 1203 (내성리, 봉화군보건소)",T.054-679-6742

낙동강역사이야기관,"경북 상주시 낙동면 낙동1길 116 (낙동리, 낙동강 역사이야기관)",T.054-532-6380

국민건강보험공단상주지사,경북 상주시 상산로 131 (신봉동),T.054-907-4613

상주시청,"경북 상주시 상산로 223 (남성동, 상주시청)",T.054-537-7733

상주자전거박물관,경북 상주시 용마로 415 (도남동),T.054-537-5735

상주시보건소1,"경북 상주시 중앙로 111 (무양동, 상주시선거관리위원회)",T.054-537-5232

남성주참외휴게소(창원방향),"경북 성주군 선남면 중부내륙고속도로 77 (명포리, 남성주(창원방향)휴게소)",T.054-933-7105

성주군보건소,"경북 성주군 성주읍 성밖숲길 12 (경산리, 성주군보건소)",T.054-930-8144

남성주참외휴게소(양평방향),"경북 성주군 용암면 중부내륙고속도로 76 (본리리, 남성주(양평방향)휴게소)",T.054-931-5741

성주휴게소(창원방향),경북 성주군 초전면 중부내륙고속도로 97 (용봉리),T.054-932-0800

성주휴게소(양평방향),경북 성주군 초전면 중부내륙고속도로 98 (용봉리),T.054-933-0800

강남 어린이도서관,경북 안동시 강남5길 113-14 (정하동),T.054-840-3901

안동버스터미널,"경북 안동시 경동로 130 (송현동, 안동버스터미널)",T.054-857-8296

홈플러스 안동점,"경북 안동시 경동로 656 (운흥동, 홈플러스)",T.054-840-8324

안동역,"경북 안동시 경동로 684 (운흥동, 안동역)",T.054-851-5231

유교랜드,"경북 안동시 관광단지로 346-30 (성곡동, 유교랜드)",T.054-820-8824

안동시보건소,"경북 안동시 서동문로 165 (북문동, 안동시보건소)",T.054-840-5964

이마트 안동점,"경북 안동시 옥동1길 2 (옥동, 이마트)",T.054-850-1253

국민건강보험공단 (안동지사),"경북 안동시 중평2길 33 (용상동, 국민건강보험공단)",T.054-820-2014

안동 문화예술의전당,"경북 안동시 축제장길 66 (안흥동, 안동문화예술의전당)",T.054-840-3605

안동시청,"경북 안동시 퇴계로 115 (명륜동, 안동시청)",T.054-840-6142

안동휴게소 (상),"경북 안동시 풍산읍 풍산태사로 1903-27 (계평리, 서안동휴게소)",T.054-853-4370

안동휴게소 (하),"경북 안동시 풍산읍 풍산태사로 1913-40 (계평리, 서안동휴게소)",T.054-853-4061

경북도청,"경북 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)",T.054-880-2945

강구역,"경북 영덕군 강구면 강산로 67 (화전리, 강구역)",T.054-722-7824

영덕군보건소,"경북 영덕군 영덕읍 군청길 53 (덕곡리, 보건소)",T.054-730-6828

국민건강보험공단울진영덕지사,"경북 영덕군 영덕읍 영덕로 135 (우곡리, 국민건강보험공단)",T.054-730-2111

영덕역,"경북 영덕군 영덕읍 중앙길 29 (우곡리, 영덕역)",T.054-722-7831

영양군청,"경북 영양군 영양읍 군청길 37 (서부리, 영양군청)",T.054-680-6181

영양군보건소,"경북 영양군 영양읍 동서대로 82 (동부리, 영양군 보건소)",T.054-680-5153

장난감도서관,경북 영주시 광복로 47 (영주동),T.054-632-1607

파머스마켓,"경북 영주시 구성로 25 (조암동, 파머스마켓)",T.054-639-3300

홈플러스 영주점,"경북 영주시 대학로 29 (휴천동, 삼성홈플러스)",T.010-8525-8689

영주시외버스터미널,"경북 영주시 대학로 352 (가흥동, 영주종합터미널)",T.064-631-1006

영주역,"경북 영주시 선비로 64 (휴천동, 영주역)",T.054-639-2241

영주시청,"경북 영주시 시청로 1 (휴천동, 영주시청)",T.054-639-6282

영주시보건소,"경북 영주시 시청로1번길 19 (휴천동, 영주시보건소)",T.054-639-6464

국민건강보험공단영주봉화지사,"경북 영주시 중앙로 56 (영주동, 국민건강보험공단 영주봉화지사)",T.054-917-8113

영천시보건소,경북 영천시 옛군청1길 31,T.054-339-7898

영천휴게소(포항방향),"경북 영천시 임고면 운주로 777 (금대리, 영천(포항방향)주유소)",T.054-338-0062

영천휴게소(대구방향),경북 영천시 임고면 운주로 791 (금대리),T.054-338-0037

영천시립도서관,"경북 영천시 중앙동1길 80 (문외동, 영천시 시립도서관)",T.054-339-7778

국민건강보험공단 (영천지사),"경북 영천시 중앙동1길 45 (문외동, 국민건강보험공단)",T.054-330-0714

청통휴게소(대구방향),경북 영천시 청통면 청통로 334-42 (우천리),T.054-337-5009

까페비엔,경북 영천시 한방로 27 (도동),T.054-337-1238

예천군청,"경북 예천군 예천읍 충효로 111 (대심리, 예천군청)",T.054-650-6133

예천터미널,"경북 예천군 예천읍 충효로 165 (대심리, 예천버스정류장)",T.054-654-3798

예천군보건소,"경북 예천군 예천읍 군청길 33 (노상리, 예천군보건소)",T.054-650-8052

아이노리 키즈카페,"경북 예천군 호명면 새움3로 30 (산합리, 제일프라자)",T.054-654-8009

호명면사무소,경북 예천군 호명면 오천길 2,T.054-650-8502

예천곤충연구소,"경북 예천군 효자면 은풍로 1045 (고항리, 예천군산업곤충연구소)",T.054-650-8262

경상북도 민물고기 생태체험관,경북 울진군 근남면 불영계곡로 3532,T.054-785-8012

울진엑스포공원,경북 울진군 근남면 친환경엑스포로 25,T.054-789-5512

울진군보건소,"경북 울진군 울진읍 읍내8길 61-8 (읍내리, 울진군보건소)",T.054-789-5052

죽변면도서관,"경북 울진군 죽변면 죽변북로 64-4 (죽변리, 죽변면도서관)",T.054-782-1874

울진남부 아이누리 장난감도서관,"경북 울진군 후포면 후포삼율로 194-13 (삼율리, 울진남부도서관)",T.054-787-1888

의성휴게소(영덕방향),경북 의성군 안계면 새못안길 45-47 (양곡리),T.054-862-9251

의성휴게소(상주방향),경북 의성군 안계면 새못안길 45-49 (양곡리),T.054-862-9251

의성군보건소,경북 의성군 의성읍 북부길 150,T.054-830-6472

청도군보건소,경북 청도군 화양읍 청화로 79-11,T.054-370-6482

청송대명리조트,경북 청송군 주왕산면 주왕산로 494 (하의리),T.054-518-5114

청송군보건의료원,"경북 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원)",T.054-870-7281

칠곡호국평화기념관,경북 칠곡군 석적읍 강변대로 1580 (중지리),T.054-979-5502

석적읍사무소(장난감도서관),경북 칠곡군 석적읍 남율로7길 7 (남율리),T.054-971-6226

칠곡군보건소,"경북 칠곡군 왜관읍 관문로1길 30 (매원리, 칠곡군보건소)",T.054-979-8252

칠곡군청,"경북 칠곡군 왜관읍 군청1길 80 (왜관리, 칠곡군청)",T.054-979-6293

국민건강보험공단칠곡지사,경북 칠곡군 왜관읍 석전로 41 (석전리),T.054-979-0114

이마트 포항점,"경북 포항시 남구 냉천로 10 (인덕동, 이마트포항점)",T.054-223-1052

포항공항,"경북 포항시 남구 동해면 일월로 18 (도구리, 포항공항)",T.054-289-7314

포항시 남구보건소,"경북 포항시 남구 동해안로 6119 (인덕동, 남구보건소)",T.054-270-4205

아이조아프라자,"경북 포항시 남구 뱃머리길39번길 21 (대도동, 아이조아프라자)",T.054-280-9490

포항종합사회복지관,"경북 포항시 남구 상공로46번길 13 (대도동, 포항종합사회복지관)",T.054-281-3111

홈플러스 포항점,"경북 포항시 남구 중흥로 77 (상도동, 밸류플러스)",T.054-721-8111

포항야구장,"경북 포항시 남구 희망대로 790 (대도동, 남구청)",T.054-280-9560

이마트 포항이동점,"경북 포항시 북구 대이로 188 (득량동, 이마트)",T.054-721-1050

포항시북구보건소,"경북 포항시 북구 삼흥로 98 (장성동, 포항시북구보건소)",T.054-270-4252

중앙아트홀,"경북 포항시 북구 서동로 83 (덕산동, 포항시립 중앙아트홀)",T.054-289-7921

대구출입국외국인사무소 포항출장소,"경북 포항시 북구 우창동로 135 (창포동, 대구출입국관리사무소포항출장소)",T.054-247-2971

포항여성아이병원,"경북 포항시 북구 우창동로22번길 7 (우현동, 여성아이병원)",T.054-230-3035

하나로클럽 포항점,"경북 포항시 북구 장량로 171 (양덕동, 농협하나로클럽)",T.054-230-8000

홈플러스 죽도점,경북 포항시 북구 중흥로 328 (죽도동),T.054-288-8125

포항여성병원,"경북 포항시 북구 포스코대로 269 (죽도동, 포항여성병원)",T.054-288-8529

롯데백화점 포항점,"경북 포항시 북구 학산로 62 (학산동, 롯데백화점)",T.054-230-1905

포항시립미술관,"경북 포항시 북구 환호공원길 10 (환호동, 포항시립미술관)",T.054-270-4634

한국철도공사 포항역,"경북 포항시 북구 흥해읍 포항역로 1 (이인리, 포항역)",T.054-922-7602

운남어린이도서관,"광주 광산구 목련로217번길 10 (운남동, 운남어린이도서관)",T.062-960-8288

이마트광산점,광주 광산구 사암로 172,T.062-9491-1234

송정역,광주 광산구 상무대로 201,T.062-941-3278

광주공항,광주 광산구 상무대로 420-25,T.062-940-0317

이야기꽃도서관,광주 광산구 선운중앙로67번길 6,T.062-960-6816

광주광역시공무원교육원,광주 광산구 소촌로152번길 53-27,T.062-613-7017

광주은광교회,광주 광산구 수완로 118,T.062-526-4664

홈플러스광산점,광주 광산구 용아로 390,T.062-616-8005

농협하나로마트광주점,광주 광산구 임방울대로 261,T.062-650-0001

첨단도서관,광주 광산구 임방울대로 673-12,T.062-960-8299

수완보건지소,광주 광산구 장덕로 158,T.062-960-8757

롯데마트수완점,광주 광산구 장신로 98,T.062-975-2590

롯데마트첨단점,광주 광산구 첨단강변로99번길 22,T.062-970-0800

김치타운관리사무소,광주 남구 김치로 60,T.062-613-8225

남구보건소,광주 남구 봉선로 1,T.062-607-4465

이마트봉선점,광주 남구 봉선로 198,T.010-3761-2310

청소년도서관,광주 남구 제석로 100,T.062-607-2542

시립사직도서관,광주 남구 제중로 56,T.062-613-7772

빛고을시민문화회관,광주 남구 천변좌로338번길 7,T.062-670-7955

다목적체육관,광주 남구 화산로 110,T.062-673-1100

시립산수도서관,광주 동구 경양로 355,T.062-613-7829

금남로4가역,광주 동구 금남로 210,T.062-230-8451

518민주화운동기록관,광주 동구 금남로 221,T.062-613-8296

홈플러스계림점,광주 동구 무등로 314,T.062-530-8114

국립아시아문화전당1,광주 동구 문화전당로 38,T.062-601-4936

동구청,광주 동구 서석로1,T.062-608-3002

광주지방병무청,광주 동구 양림로 119번길 8,T.062-230-4255

광주지방법원(법정동),광주 동구 준법로 7-12,T.062-239-1170

NC웨이브,광주 동구 중앙로 163,T.062-718-9333

조선대학교,광주 동구 필문대로 309,T.062-230-6080

서림교회,광주 북구 경양로 7,T.062-525-5252

NC백화점광주역점,광주 북구 경열로 249,T.062-510-8587

국민건강보험공단광주북부지사,광주 북구 금재로 24,T.062-609-0111

홈플러스두암점,광주 북구 동문대로 200,T.062-250-8114

시립무등도서관,광주 북구 면앙로 130,T.062-613-7747

광주역,광주 북구 무등로 235,T.062-605-2306

운암도서관,광주 북구 북문대로 118,T.062-410-6958

광주광역시문화예술회관,광주 북구 북문대로 60,T.062-613-8398

양산동주민자치센터,광주 북구 양산택지로 32,T.062-410-8877

용봉동행복복지센터,광주 북구 용주로18번길 28,T.062-410-6905

북구보건소,광주 북구 우치로 65,T.062-410-8966

우치공원관리사무소,광주 북구 우치로 677,T.062-613-5861

북구청,광주 북구 우치로 77,T.062-410-6121

일곡도서관,광주 북구 일곡로 55,T.062-410-6903

중흥1동주민자치센터,광주 북구 중흥로183번길 7,T.062-410-6579

국립광주박물관,광주 북구 하서로 110,T.062-570-7050

광주광역시시립미술관,광주 북구 하서로 52,T.062-613-7183

서구보건소,광주 서구 경열로 33,T.062-350-4138

서구청,광주 서구 경열로 33,T.062-360-7433

롯데마트월드컵아울렛점,광주 서구 금화로 240,T.062-606-2614

광주광역시청,광주 서구 내방로 111,T.062-613-3333

광주유스퀘어종합버스터미널,광주 서구 무진대로 904,T.062-360-8313

신세계백화점광주점,광주 서구 무진대로 932,T.062-360-1923

김대중컨벤션센터,광주 서구 상무누리로 30,T.062-611-2115

상록도서관,광주 서구 상무대로1171번길 11,T.062-350-4580

일가정양립지원본부,광주 서구 상무자유로 73,T.062-613-7995

롯데마트상무점,광주 서구 시청로 40,T.062-602-2590

이마트상무점,광주 서구 운천로 263,T.062-610-1210

무등벧엘교회,광주 서구 월드컵4강로68번길 18,T.010-8617-5191

이마트광주점,광주 서구 죽봉대로 61,T.062-360-0053

어린이생태학습도서관,광주 서구 풍암공원로 8,T.062-350-4584

홈플러스 남대구점,"대구 남구 대명로 116 (대명동, 홈플러스 남대구점)",T.053-659-8005

대구광역시시립남부도서관,"대구 남구 앞산순환로 512 (대명동, 대구광역시시립남부도서관)",T.053-231-2345

남구보건소 2,"대구 남구 영선길 34 (대명동, 남구 보건소)",T.053-664-3681

남구건강가정다문화가족지원센터,대구 남구 이천로 10 (봉덕동),T.053-475-2324

남구청,"대구 남구 이천로 51 (봉덕동, 남구청, 남구의회)",T.053-664-2212

홈플러스 성서점,대구 달서구 달구벌대로 1467 (용산동),T.053-550-8124

두류역,"대구 달서구 달구벌대로 지하 1760 (두류동, 대구지하철2호선 두류역)",T.053-628-3663

달구벌종합복지관,대구 달서구 달구벌대로291길 100 (용산동),T.070-7772-8010

모다아울렛,"대구 달서구 달서대로 411 (호림동, 모다아울렛)",T.053-589-6015

달서구립본리도서관,"대구 달서구 당산로 37-25 (본리동, 본리도서관)",T.053-667-4915

이월드,대구 달서구 두류공원로 200 (두류동),T.053-620-0508

국민건강보험공단 달서지사,"대구 달서구 두류공원로 264 (두류동, 국민건강보험공단대구달서지사)",T.053-620-7116

달서구립성서도서관,"대구 달서구 선원남로 129 (이곡동, 성서도서관)",T.053-667-4882

이마트 감삼점,"대구 달서구 와룡로 143 (감삼동, 우방드림시티아파트)",T.053-722-1052

홈플러스 상인점,"대구 달서구 월배로 183 (상인동, 상인 대성 스카이렉스)",T.053-380-8121

롯데백화점 상인점,"대구 달서구 월배로 232 (상인동, 롯데백화점상인점)",T.053-258-2405

이마트 성서점,대구 달서구 이곡동로 24 (이곡동),T.053-605-1053

이마트 월배점,"대구 달서구 진천로 92 (대천동, 이마트월배점)",T.053-607-1240

달서구보건소 달서구청,"대구 달서구 학산로 45 (월성동, 달서구청)",T.053-667-5691

월성종합사회복지관,"대구 달서구 학산로7길 39 (월성동, 월성주공3단지아파트)",T.053-634-4113

대구수목원,"대구 달서구 화암로 342 (대곡동, 대구수목원관리사무소)",T.053-803-7284

에코테마파크 대구 숲,"대구 달성군 가창면 가창로 1003 (용계리, 허브힐즈)",T.053-761-7400

스파밸리,대구 달성군 가창면 가창로 891 (냉천리),T.053-608-5067

달성군청,"대구 달성군 논공읍 달성군청로 33 (금포리, 달성군청)",T.053-668-8373

달성군립도서관,"대구 달성군 다사읍 달구벌대로174길 10-13 (죽곡리, 달성군립도서관)",T.053-584-0289

달성문화센터,"대구 달성군 다사읍 대실역북로2길 188 (매곡리, 달성문화센터)",T.053-659-4211

달성주민건강증진센터,"대구 달성군 옥포읍 비슬로458길 6-2 (기세리, 달성주민건강증진센터)",T.053-668-3830

국립대구과학관,"대구 달성군 유가읍 테크노대로6길 20 (상리, 국립대구과학관)",T.053-670-6184

현풍휴게소(대구방향),"대구 달성군 현풍읍 비슬로 741 (성하리, 현풍휴게소)",T.053-615-0337

달성군보건소,"대구 달성군 현풍읍 비슬로130길 17 (원교리, 달성군보건소)",T.053-668-3133

현풍휴게소(현풍방향),"대구 달성군 현풍읍 성하길 48 (성하리, 현풍휴게소)",T.053-614-2436

농협달성유통센터,"대구 달성군 화원읍 성천로 9 (설화리, 농협달성유통센터)",T.053-607-2017

대구국제공항,"대구 동구 공항로 221 (지저동, 대구국제공항)",T.053-980-5316

안심도서관,"대구 동구 금호강변로 360 (율하동, 안심도서관)",T.053-980-2616

MH컨벤션웨딩,대구 동구 동대구로 418,T.053-756-1100

더에스엘하우스웨딩,대구 동구 동대구로 436,T.053-756-0030

동대구역,"대구 동구 동대구로 550 (신암동, 동대구역)",T.053-940-2288

신세계백화점 2,"대구 동구 동부로 149 (신천동, 신세계동대구복합환승센터)",T.053-661-1618

홈플러스 동촌점,"대구 동구 동촌로 127 (검사동, 홈플러스)",T.053-722-8352

